state	min	max	mean	rates	root	lnL	lnL.p	lnL.h
122000	0.068	20.069	0.272	3	NA	-94.93	0.00	-0.14
122100	0.065	20.069	0.245	4	NA	-94.98	0.00	-1.18
122200	0.039	20.069	0.295	5	NA	-87.61	0.00	0.00
122300	0.039	20.069	0.290	5	NA	-89.01	0.00	0.00
122400	0.039	20.069	0.275	5	NA	-86.39	-1.98	-3.27
122500	0.039	20.069	0.569	5	NA	-89.45	0.00	0.69
122600	0.039	20.069	0.275	5	NA	-86.39	0.00	-0.05
122700	0.039	20.069	0.284	5	NA	-86.41	0.00	-0.20
122800	0.039	20.069	0.579	5	NA	-89.48	0.00	-0.24
122900	0.039	20.069	0.304	5	NA	-87.65	0.00	-0.11
123000	0.039	20.069	0.579	5	NA	-89.48	0.00	0.00
123100	0.040	20.069	0.285	5	NA	-86.42	0.00	-0.69
123200	0.040	20.069	0.285	5	NA	-86.42	0.00	0.69
123300	0.040	20.069	0.285	5	NA	-86.42	0.00	-0.88
123400	0.040	20.069	0.292	5	NA	-87.84	0.00	-0.85
123500	0.040	20.069	0.264	5	NA	-89.50	0.00	0.00
123600	0.040	20.069	0.585	5	NA	-90.42	0.00	-0.69
123700	0.040	20.069	0.290	5	NA	-87.37	0.00	0.69
123800	0.040	20.069	0.264	5	NA	-89.50	0.00	-0.69
123900	0.040	19.740	0.289	5	NA	-87.83	-1.98	-3.27
124000	0.040	19.740	0.289	5	NA	-87.83	0.00	-0.69
124100	0.040	19.740	0.295	5	NA	-89.95	0.00	-0.69
124200	0.040	19.740	0.297	5	NA	-91.18	0.00	-1.88
124300	0.040	19.740	0.271	4	NA	-94.61	-1.75	-3.50
124400	0.040	19.740	0.267	4	NA	-95.29	0.00	-0.69
124500	0.040	19.740	0.267	4	NA	-95.29	0.00	-0.86
124600	0.040	19.714	0.253	4	NA	-98.15	0.00	-0.69
124700	0.040	19.714	0.262	4	NA	-93.09	0.00	-0.69
124800	0.046	19.714	0.262	4	NA	-95.21	0.00	-0.69
124900	0.078	19.714	0.288	3	NA	-95.51	0.00	-0.90
125000	0.078	19.238	0.285	3	NA	-95.49	0.00	-0.69
125100	0.078	19.238	0.259	3	NA	-97.72	-1.47	-3.80
125200	0.052	19.238	0.285	4	NA	-91.07	-1.75	-3.50
125300	0.078	19.238	0.259	3	NA	-97.72	0.00	-0.34
125400	0.078	19.238	0.285	3	NA	-95.49	0.00	-0.69
125500	0.078	19.238	0.233	3	NA	-98.00	0.00	-0.69
125600	0.078	19.238	0.290	3	NA	-95.52	0.00	-0.43
125700	0.078	19.238	0.290	3	NA	-95.52	0.00	0.69
125800	0.078	19.238	0.290	3	NA	-95.52	-1.47	-3.80
125900	0.078	19.238	0.290	3	NA	-95.52	0.00	-0.66
126000	0.078	19.238	0.233	3	NA	-98.00	0.00	-0.54
126100	0.078	19.238	0.290	3	NA	-95.52	0.00	-0.69
126200	0.078	19.238	0.290	3	NA	-95.52	0.00	0.69
126300	0.078	19.238	0.292	4	NA	-95.67	0.00	0.00
126400	0.056	19.238	0.271	4	NA	-95.31	0.00	0.69
126500	0.056	19.238	0.219	4	NA	-98.59	0.00	-0.69
126600	0.056	19.238	0.232	4	NA	-94.93	0.00	-1.06
126700	0.056	19.238	0.271	4	NA	-94.95	-1.75	-3.50
126800	0.056	19.238	0.232	4	NA	-94.93	0.00	-0.11
126900	0.079	19.238	0.254	3	NA	-95.65	0.00	0.69
127000	0.079	19.238	0.254	3	NA	-95.65	0.00	0.69
127100	0.079	19.238	0.271	3	NA	-95.51	0.00	-0.69
127200	0.079	19.238	0.271	3	NA	-95.51	0.00	-0.64
127300	0.079	19.238	0.271	3	NA	-95.51	0.00	-0.69
127400	0.079	19.238	0.271	3	NA	-95.51	0.00	-0.69
127500	0.051	19.238	0.244	3	NA	-95.70	-1.47	-3.80
127600	0.051	19.238	0.244	3	NA	-95.70	0.00	-0.69
127700	0.051	19.238	0.244	3	NA	-95.70	0.00	-0.69
127800	0.051	19.238	0.254	3	NA	-95.72	0.00	0.69
127900	0.051	19.238	0.254	3	NA	-95.72	0.00	-0.69
128000	0.051	19.238	0.254	3	NA	-95.72	0.00	-0.69
128100	0.051	19.238	0.254	3	NA	-95.72	0.00	-0.69
128200	0.051	19.238	0.254	3	NA	-95.72	0.00	-0.69
128300	0.051	19.238	0.254	3	NA	-95.72	0.00	-0.67
128400	0.051	19.238	0.254	3	NA	-95.72	0.00	-0.09
128500	0.051	19.238	0.254	3	NA	-95.72	0.00	-0.69
128600	0.051	19.238	0.254	3	NA	-95.72	0.00	0.69
128700	0.051	19.238	0.254	3	NA	-95.72	0.00	0.69
128800	0.051	19.238	0.254	3	NA	-95.79	0.00	-0.95
128900	0.075	19.238	0.253	3	NA	-97.66	0.00	-0.39
129000	0.058	19.238	0.262	3	NA	-94.98	0.00	0.69
129100	0.054	19.238	0.261	4	NA	-90.60	0.00	-0.73
129200	0.054	19.238	0.261	4	NA	-90.60	0.00	-0.69
129300	0.054	19.238	0.261	4	NA	-90.60	-1.75	-3.50
129400	0.054	19.238	0.261	4	NA	-90.60	-1.75	-3.50
129500	0.040	19.238	0.261	5	NA	-87.84	0.00	-0.95
129600	0.040	19.238	0.260	5	NA	-87.46	0.00	-2.56
129700	0.040	19.238	0.280	5	NA	-91.85	0.00	-0.69
129800	0.040	19.238	0.274	5	NA	-89.43	0.00	-1.26
129900	0.040	19.238	0.275	5	NA	-89.67	-1.98	-3.27
130000	0.040	19.238	0.261	5	NA	-87.84	0.00	-0.69
130100	0.048	19.238	0.269	5	NA	-85.48	0.00	-0.69
130200	0.048	19.238	0.261	5	NA	-85.65	0.00	0.69
130300	0.048	19.238	0.268	5	NA	-86.58	0.00	0.00
130400	0.048	19.238	0.264	5	NA	-86.07	-1.98	-3.27
130500	0.048	19.238	0.278	5	NA	-86.59	0.00	-0.26
130600	0.048	19.238	0.271	5	NA	-87.02	0.00	-0.69
130700	0.048	19.238	0.268	5	NA	-86.58	-1.98	-3.27
130800	0.048	19.238	0.278	5	NA	-86.59	0.00	-1.96
130900	0.064	19.238	0.265	4	NA	-91.04	0.00	0.00
131000	0.064	19.238	0.265	4	NA	-91.04	0.00	-0.36
131100	0.064	19.238	0.242	4	NA	-94.16	0.00	-0.69
131200	0.064	19.238	0.265	4	NA	-91.04	0.00	-2.22
131300	0.064	19.238	0.265	4	NA	-91.04	0.00	-0.48
131400	0.064	19.238	0.265	4	NA	-91.04	0.00	-0.69
131500	0.060	19.238	0.242	4	NA	-94.43	0.00	-0.69
131600	0.071	19.238	0.275	4	NA	-91.73	0.00	-1.15
131700	0.050	19.001	0.273	4	NA	-91.16	0.00	-0.52
131800	0.050	19.001	0.255	4	NA	-91.22	0.00	-0.69
131900	0.031	19.001	0.256	4	NA	-96.37	0.00	-0.07
132000	0.031	19.001	0.256	4	NA	-96.37	0.00	-0.87
132100	0.031	19.001	0.237	5	NA	-96.77	0.00	0.69
132200	0.031	19.001	0.246	5	NA	-93.54	0.00	-0.03
132300	0.031	19.001	0.526	4	NA	-98.37	-1.75	-3.50
132400	0.031	19.001	0.247	4	NA	-95.46	0.00	-0.40
132500	0.031	19.001	0.244	4	NA	-96.17	0.00	-0.64
132600	0.031	19.001	0.244	4	NA	-96.17	-1.75	-3.50
132700	0.048	19.001	0.244	3	NA	-96.26	0.00	-0.48
132800	0.039	19.001	0.244	4	NA	-93.36	0.00	-0.69
132900	0.100	19.001	0.278	3	NA	-97.68	0.00	0.69
133000	0.100	19.001	0.278	3	NA	-97.68	0.00	-1.81
133100	0.100	19.001	0.278	3	NA	-97.68	-1.47	-3.80
133200	0.100	19.001	0.278	3	NA	-97.68	0.00	-1.79
133300	0.075	19.001	0.278	4	NA	-92.78	0.00	-0.69
133400	0.075	19.001	0.326	4	NA	-93.54	0.00	-0.69
133500	0.075	19.001	0.326	4	NA	-93.54	0.00	-0.32
133600	0.075	19.001	0.278	4	NA	-92.78	0.00	-0.42
133700	0.075	19.001	0.278	4	NA	-92.78	-1.75	-3.50
133800	0.100	19.001	0.556	3	NA	-100.28	0.00	-0.37
133900	0.005	19.001	0.275	4	NA	-91.49	0.00	-0.49
134000	0.005	19.001	0.261	4	NA	-90.18	0.00	-0.69
134100	0.005	19.001	0.265	5	NA	-87.38	0.00	0.69
134200	0.005	19.001	0.263	4	NA	-91.00	0.00	-0.35
134300	0.005	19.001	0.263	4	NA	-91.00	0.00	0.00
134400	0.005	19.001	0.257	5	NA	-86.75	-1.98	-3.27
134500	0.005	19.001	0.339	6	NA	-83.18	0.00	-0.31
134600	0.005	19.001	0.274	5	NA	-88.13	0.00	-1.13
134700	0.005	19.001	0.274	5	NA	-88.13	-1.98	-3.27
134800	0.073	19.001	0.274	4	NA	-92.69	0.00	-0.69
134900	0.073	19.001	0.274	4	NA	-92.69	0.00	0.00
135000	0.073	19.001	0.274	4	NA	-92.69	0.00	-0.00
135100	0.084	19.001	0.257	3	NA	-96.03	0.00	0.00
135200	0.084	19.001	0.257	3	NA	-96.03	0.00	-3.15
135300	0.084	19.001	0.257	3	NA	-96.03	0.00	-1.57
135400	0.084	19.001	0.257	3	NA	-96.03	0.00	0.69
135500	0.044	19.001	0.257	4	NA	-93.37	0.00	-1.56
135600	0.044	19.001	0.228	4	NA	-96.83	0.00	-2.81
135700	0.044	19.001	0.257	4	NA	-93.37	0.00	-1.12
135800	0.067	19.001	0.278	4	NA	-93.99	0.00	0.00
135900	0.067	19.001	0.244	4	NA	-92.14	0.00	-1.78
136000	0.076	19.001	0.250	3	NA	-95.41	0.00	-0.40
136100	0.068	19.001	0.243	3	NA	-95.02	0.00	0.00
136200	0.068	19.001	0.243	3	NA	-95.02	0.00	-0.69
136300	0.068	19.001	0.243	3	NA	-95.02	0.00	-0.69
136400	0.068	19.001	0.243	3	NA	-95.02	-1.47	-3.80
136500	0.068	19.001	0.243	3	NA	-95.02	-1.47	-3.80
136600	0.068	19.001	0.243	3	NA	-95.02	0.00	-0.18
136700	0.068	19.001	0.243	3	NA	-95.02	0.00	-0.69
136800	0.068	19.001	0.258	3	NA	-94.90	-1.47	-3.80
136900	0.068	19.001	0.258	3	NA	-94.90	0.00	-0.69
137000	0.068	19.001	0.258	3	NA	-94.90	0.00	-1.29
137100	0.068	19.001	0.258	3	NA	-94.90	0.00	0.00
137200	0.068	19.001	0.258	3	NA	-94.90	0.00	-0.69
137300	0.068	19.001	0.250	3	NA	-94.93	0.00	0.69
137400	0.068	19.001	0.250	3	NA	-94.93	0.00	-0.69
137500	0.068	19.001	0.250	3	NA	-94.93	0.00	0.69
137600	0.068	19.001	0.250	3	NA	-94.93	0.00	-0.39
137700	0.068	19.001	0.250	3	NA	-94.93	-1.47	-3.80
137800	0.055	19.380	0.250	4	NA	-91.42	0.00	-0.03
137900	0.065	19.380	0.250	3	NA	-94.87	0.00	0.69
138000	0.063	18.986	0.248	4	NA	-92.51	0.00	0.69
138100	0.063	18.986	0.247	4	NA	-92.50	0.00	-0.69
138200	0.063	18.986	0.233	4	NA	-93.55	0.00	-0.68
138300	0.063	18.986	0.221	4	NA	-96.75	0.00	-0.33
138400	0.063	18.986	0.239	4	NA	-92.74	-1.75	-3.50
138500	0.063	18.986	0.233	4	NA	-94.68	0.00	-0.13
138600	0.048	18.986	0.229	5	NA	-90.26	0.00	-0.69
138700	0.048	18.986	0.234	5	NA	-90.97	-1.98	-3.27
138800	0.049	18.986	0.239	4	NA	-92.53	0.00	-0.69
138900	0.069	18.986	0.239	3	NA	-95.16	0.00	0.00
139000	0.069	18.986	0.239	3	NA	-95.16	0.00	-0.00
139100	0.069	18.986	0.239	3	NA	-95.16	0.00	-0.59
139200	0.069	18.986	0.239	3	NA	-95.16	0.00	0.69
139300	0.069	18.986	0.239	3	NA	-95.16	0.00	-0.36
139400	0.069	18.986	0.239	3	NA	-95.16	0.00	0.69
139500	0.069	18.986	0.239	3	NA	-95.16	0.00	0.00
139600	0.042	18.986	0.239	4	NA	-91.88	0.00	-0.69
139700	0.069	18.986	0.239	3	NA	-95.16	0.00	-2.31
139800	0.069	18.986	0.214	3	NA	-99.32	0.00	-3.20
139900	0.069	18.986	0.239	3	NA	-95.16	0.00	-0.34
140000	0.069	18.986	0.239	3	NA	-95.16	-1.47	-3.80
140100	0.069	18.986	0.239	3	NA	-95.16	0.00	-0.69
140200	0.069	18.986	0.239	3	NA	-95.16	-1.47	-3.80
140300	0.069	18.986	0.239	3	NA	-95.16	0.00	-0.69
140400	0.069	18.986	0.239	3	NA	-95.16	0.00	0.00
140500	0.069	18.986	0.239	3	NA	-95.16	-1.47	-3.80
140600	0.061	18.986	0.239	4	NA	-91.49	0.00	-0.45
140700	0.061	18.986	0.239	4	NA	-91.49	0.00	-0.69
140800	0.061	18.986	0.255	4	NA	-91.55	0.00	-0.59
140900	0.061	18.986	0.255	4	NA	-91.55	0.00	-0.78
141000	0.061	18.986	0.239	4	NA	-91.49	0.00	0.00
141100	0.061	18.986	0.239	4	NA	-91.49	0.00	-0.69
141200	0.061	18.986	0.533	4	NA	-94.39	-1.75	-3.50
141300	0.061	19.165	0.273	4	NA	-92.78	0.00	-6.81
141400	0.061	19.165	0.273	4	NA	-92.78	0.00	-0.69
141500	0.050	19.165	0.262	4	NA	-92.63	0.00	-0.35
141600	0.050	19.165	0.261	4	NA	-92.67	0.00	-1.52
141700	0.050	19.165	0.244	4	NA	-91.39	-1.75	-3.50
141800	0.050	19.165	0.228	4	NA	-91.51	0.00	-0.69
141900	0.050	19.165	0.244	4	NA	-91.39	0.00	-0.81
142000	0.050	19.165	0.228	4	NA	-91.51	0.00	-1.29
142100	0.050	19.165	0.244	4	NA	-91.39	0.00	-0.12
142200	0.050	19.165	0.228	4	NA	-91.51	0.00	-1.06
142300	0.050	19.165	0.244	4	NA	-91.39	-1.75	-3.50
142400	0.079	19.165	0.256	4	NA	-93.29	0.00	-2.25
142500	0.079	19.165	0.272	4	NA	-93.51	0.00	-0.27
142600	0.079	19.165	0.272	4	NA	-93.51	-1.75	-3.50
142700	0.079	19.165	0.256	4	NA	-93.29	0.00	0.69
142800	0.058	19.165	0.245	5	NA	-93.57	-1.98	-3.27
142900	0.058	19.165	0.261	5	NA	-93.60	-1.98	-3.27
143000	0.058	19.165	0.285	5	NA	-95.32	0.00	-0.69
143100	0.058	19.565	0.248	5	NA	-93.58	0.00	-1.40
143200	0.058	19.565	0.264	5	NA	-93.61	0.00	-0.69
143300	0.084	19.565	0.264	4	NA	-98.28	0.00	0.69
143400	0.089	19.565	0.268	4	NA	-98.69	0.00	-3.00
143500	0.074	19.565	0.308	5	NA	-96.12	0.00	-4.12
143600	0.074	19.565	0.268	5	NA	-94.48	0.00	0.00
143700	0.074	19.565	0.308	5	NA	-96.12	-1.98	-3.27
143800	0.042	19.565	0.238	5	NA	-93.99	-1.98	-3.27
143900	0.042	19.565	0.238	5	NA	-93.99	-1.98	-3.27
144000	0.042	19.565	0.238	5	NA	-93.99	0.00	-0.69
144100	0.042	19.565	0.238	5	NA	-93.99	0.00	-0.69
144200	0.042	19.565	0.238	5	NA	-93.99	0.00	-1.21
144300	0.042	19.565	0.238	5	NA	-93.99	-1.98	-3.27
144400	0.042	19.565	0.238	5	NA	-93.99	0.00	-0.69
144500	0.057	19.565	0.238	4	NA	-97.49	0.00	0.00
144600	0.047	19.565	0.240	6	NA	-88.55	0.00	-0.69
144700	0.069	19.565	0.242	5	NA	-90.48	0.00	0.00
144800	0.069	19.565	0.241	5	NA	-93.33	-1.98	-3.27
144900	0.069	19.565	0.248	5	NA	-90.65	0.00	-2.06
145000	0.069	19.565	0.236	5	NA	-90.64	-1.98	-3.27
145100	0.069	19.565	0.236	5	NA	-90.07	0.00	-0.69
145200	0.069	19.565	0.236	5	NA	-90.07	0.00	-0.69
145300	0.044	19.565	0.242	5	NA	-85.88	0.00	-1.54
145400	0.044	19.565	0.239	5	NA	-87.16	-1.98	-3.27
145500	0.044	19.565	0.244	5	NA	-86.14	-1.98	-3.27
145600	0.048	19.565	0.239	4	NA	-92.60	0.00	-0.10
145700	0.052	19.565	0.242	3	NA	-95.64	0.00	0.00
145800	0.052	19.565	0.242	3	NA	-95.64	0.00	0.00
145900	0.052	19.565	0.242	3	NA	-95.64	0.00	-0.69
146000	0.076	19.565	0.265	3	NA	-95.30	0.00	0.69
146100	0.076	19.565	0.265	3	NA	-95.30	0.00	-0.31
146200	0.076	19.565	0.265	3	NA	-95.30	0.00	0.00
146300	0.076	19.565	0.265	3	NA	-95.30	0.00	-0.69
146400	0.076	19.565	0.265	3	NA	-95.30	0.00	-0.07
146500	0.076	19.565	0.265	3	NA	-95.30	0.00	-0.69
146600	0.076	19.565	0.265	3	NA	-95.30	0.00	-0.09
146700	0.054	19.565	0.265	4	NA	-91.25	-1.75	-3.50
146800	0.076	19.565	0.265	3	NA	-95.30	0.00	-0.69
146900	0.076	19.565	0.265	3	NA	-95.30	0.00	-0.69
147000	0.076	19.565	0.552	3	NA	-98.05	-1.47	-3.80
147100	0.064	19.565	0.265	4	NA	-96.08	0.00	-0.89
147200	0.064	19.565	0.265	4	NA	-96.08	0.00	-0.69
147300	0.064	19.565	0.265	4	NA	-96.08	0.00	-0.69
147400	0.064	19.565	0.265	4	NA	-96.08	-1.75	-3.50
147500	0.057	19.565	0.259	4	NA	-96.32	0.00	-0.69
147600	0.057	19.565	0.259	4	NA	-96.32	0.00	-0.69
147700	0.069	19.565	0.259	3	NA	-94.96	0.00	-0.56
147800	0.069	19.565	0.259	3	NA	-94.96	-1.47	-3.80
147900	0.069	19.565	0.259	3	NA	-94.96	0.00	-0.21
148000	0.069	19.565	0.259	3	NA	-94.96	-1.47	-3.80
148100	0.082	19.565	0.234	3	NA	-98.59	0.00	-0.28
148200	0.075	19.565	0.265	3	NA	-95.27	0.00	-0.69
148300	0.062	19.565	0.257	4	NA	-91.29	-1.75	-3.50
148400	0.062	19.565	0.268	4	NA	-92.77	-1.75	-3.50
148500	0.062	19.565	0.257	4	NA	-91.29	0.00	-0.27
148600	0.062	19.565	0.257	4	NA	-91.29	0.00	-0.62
148700	0.062	19.565	0.254	4	NA	-91.97	-1.75	-3.50
148800	0.062	19.565	0.254	4	NA	-91.97	0.00	0.69
148900	0.062	19.565	0.254	4	NA	-91.97	0.00	0.69
149000	0.062	19.565	0.257	4	NA	-94.51	0.00	-0.69
149100	0.062	19.565	0.540	4	NA	-97.08	0.00	-0.04
149200	0.075	19.565	0.265	3	NA	-95.27	0.00	0.00
149300	0.075	19.565	0.265	3	NA	-95.27	0.00	-0.69
149400	0.075	19.565	0.265	3	NA	-95.27	0.00	-2.79
149500	0.075	19.565	0.265	3	NA	-95.27	0.00	-5.67
149600	0.075	19.565	0.261	3	NA	-95.29	0.00	-0.69
149700	0.075	19.565	0.261	3	NA	-95.29	0.00	-1.16
149800	0.051	19.565	0.254	4	NA	-91.64	0.00	-2.67
149900	0.051	19.565	0.254	4	NA	-91.64	0.00	-0.69
150000	0.051	19.565	0.247	4	NA	-90.84	0.00	-0.69
150100	0.051	19.565	0.247	4	NA	-90.84	0.00	-0.15
150200	0.058	19.565	0.254	4	NA	-90.96	0.00	-0.69
150300	0.058	19.565	0.261	4	NA	-91.39	0.00	-0.07
150400	0.058	19.565	0.261	4	NA	-91.39	-1.75	-3.50
150500	0.069	19.565	0.284	4	NA	-92.48	0.00	-0.49
150600	0.060	19.565	0.276	4	NA	-91.79	0.00	-0.69
150700	0.064	19.565	0.263	3	NA	-94.84	0.00	-9.24
150800	0.064	19.565	0.263	3	NA	-94.84	-1.47	-3.80
150900	0.064	19.565	0.263	3	NA	-94.84	0.00	-0.82
151000	0.064	19.565	0.263	3	NA	-94.84	0.00	0.69
151100	0.064	19.565	0.263	3	NA	-94.84	0.00	0.00
151200	0.064	19.565	0.263	3	NA	-94.84	0.00	-0.69
151300	0.066	19.565	0.266	3	NA	-94.87	0.00	-0.73
151400	0.072	19.565	0.271	3	NA	-95.06	-1.47	-3.80
151500	0.072	19.565	0.271	3	NA	-95.06	0.00	-0.69
151600	0.072	19.565	0.271	3	NA	-95.06	-1.47	-3.80
151700	0.070	19.565	0.269	3	NA	-94.96	0.00	-1.57
151800	0.070	19.565	0.269	3	NA	-94.96	0.00	-0.39
151900	0.065	19.565	0.269	4	NA	-95.59	0.00	-2.43
152000	0.065	19.565	0.269	4	NA	-95.59	-1.75	-3.50
152100	0.065	19.565	0.269	4	NA	-94.70	0.00	-0.90
152200	0.065	19.565	0.278	4	NA	-95.77	0.00	-1.56
152300	0.049	19.565	0.292	5	NA	-91.64	0.00	-0.37
152400	0.049	19.565	0.304	5	NA	-92.10	0.00	-0.69
152500	0.056	19.565	0.299	5	NA	-91.42	0.00	-0.69
152600	0.059	19.565	0.272	4	NA	-94.42	0.00	-1.22
152700	0.047	19.565	0.287	4	NA	-91.09	-1.75	-3.50
152800	0.076	19.565	0.287	3	NA	-95.37	0.00	0.00
152900	0.076	19.565	0.260	3	NA	-97.69	0.00	-0.69
153000	0.040	19.565	0.276	4	NA	-94.22	0.00	0.69
153100	0.040	19.565	0.265	4	NA	-92.97	0.00	-0.69
153200	0.040	19.565	0.287	4	NA	-93.71	0.00	0.00
153300	0.036	19.565	0.281	5	NA	-95.28	0.00	-0.09
153400	0.036	19.565	0.281	5	NA	-95.28	0.00	-0.14
153500	0.074	19.565	0.299	4	NA	-96.20	0.00	0.69
153600	0.074	19.565	0.289	4	NA	-95.19	0.00	0.00
153700	0.074	19.926	0.371	5	NA	-97.83	0.00	0.00
153800	0.080	19.926	0.953	3	NA	-98.11	0.00	-1.54
153900	0.080	19.926	0.370	3	NA	-97.92	0.00	0.69
154000	0.080	19.926	0.370	3	NA	-97.92	-1.47	-3.80
154100	0.080	19.926	0.953	3	NA	-98.11	-1.47	-3.80
154200	0.080	19.926	0.370	3	NA	-97.92	0.00	-0.69
154300	0.030	19.926	0.954	5	NA	-89.88	-1.98	-3.27
154400	0.030	19.926	0.954	5	NA	-89.88	0.00	-0.07
154500	0.030	19.926	0.954	5	NA	-89.88	0.00	-0.65
154600	0.030	19.926	0.954	5	NA	-89.88	0.00	-0.69
154700	0.030	19.926	0.954	5	NA	-89.88	0.00	-0.69
154800	0.044	19.926	0.954	4	NA	-94.04	0.00	-0.69
154900	0.044	19.926	0.954	4	NA	-94.04	0.00	-0.69
155000	0.044	19.926	0.954	4	NA	-94.04	0.00	-1.54
155100	0.044	19.926	0.954	4	NA	-94.04	0.00	0.00
155200	0.044	19.926	0.954	4	NA	-94.04	0.00	0.00
155300	0.044	19.706	0.946	4	NA	-94.03	0.00	-0.27
155400	0.044	19.706	0.946	4	NA	-94.03	0.00	-1.14
155500	0.044	19.706	0.946	4	NA	-94.03	0.00	0.00
155600	0.043	19.706	0.946	4	NA	-94.06	-1.75	-3.50
155700	0.043	19.706	0.946	4	NA	-94.06	-1.75	-3.50
155800	0.081	19.706	0.982	4	NA	-95.78	0.00	-0.40
155900	0.081	19.706	0.982	4	NA	-95.78	0.00	-2.78
156000	0.081	19.706	0.405	4	NA	-95.55	0.00	0.00
156100	0.081	19.706	0.405	4	NA	-95.55	0.00	-1.65
156200	0.081	19.565	0.403	4	NA	-95.54	0.00	-0.54
156300	0.018	19.565	0.399	6	NA	-87.03	0.00	0.00
156400	0.018	19.565	0.399	6	NA	-87.03	-2.16	-3.08
156500	0.018	19.565	0.411	6	NA	-88.74	0.00	-1.73
156600	0.052	19.565	0.956	6	NA	-93.70	0.00	-0.69
156700	0.041	19.565	0.956	7	NA	-88.85	0.00	-0.19
156800	0.043	19.565	0.950	6	NA	-89.29	0.00	-0.40
156900	0.043	19.565	0.956	6	NA	-88.53	0.00	-0.69
157000	0.043	19.565	0.956	6	NA	-88.62	0.00	-0.69
157100	0.043	19.565	0.947	5	NA	-89.04	0.00	-0.38
157200	0.043	19.565	0.944	5	NA	-88.59	0.00	-0.05
157300	0.043	19.565	0.944	5	NA	-88.59	0.00	-1.27
157400	0.043	19.565	0.947	5	NA	-89.04	0.00	-0.69
157500	0.043	19.565	0.944	5	NA	-88.59	-1.98	-3.27
157600	0.043	19.565	0.944	5	NA	-88.59	-1.98	-3.27
157700	0.043	19.565	0.385	5	NA	-92.46	0.00	-0.69
157800	0.043	19.565	0.672	5	NA	-95.47	0.00	-0.14
157900	0.043	19.565	0.371	5	NA	-92.98	0.00	-0.76
158000	0.049	19.565	0.371	4	NA	-96.20	0.00	-0.36
158100	0.086	19.565	0.371	3	NA	-98.11	0.00	-0.02
158200	0.084	19.565	0.940	3	NA	-98.41	0.00	-2.21
158300	0.084	19.565	0.940	3	NA	-98.41	-1.47	-3.80
158400	0.084	19.565	0.940	3	NA	-98.41	-1.47	-3.80
158500	0.062	19.565	0.633	3	NA	-99.62	0.00	-3.62
158600	0.080	19.565	0.366	3	NA	-97.90	0.00	-0.69
158700	0.073	19.565	0.934	4	NA	-96.11	0.00	-0.94
158800	0.073	19.565	0.931	4	NA	-95.72	0.00	-0.21
158900	0.063	19.565	0.936	5	NA	-95.67	-1.75	-3.50
159000	0.073	19.565	0.363	4	NA	-96.36	0.00	-0.15
159100	0.073	19.565	0.931	4	NA	-95.68	0.00	0.69
159200	0.074	19.565	0.647	3	NA	-100.58	0.00	-0.69
159300	0.074	19.565	0.361	3	NA	-97.83	0.00	-0.69
159400	0.074	19.565	0.646	3	NA	-99.16	0.00	0.69
159500	0.074	19.565	0.361	3	NA	-97.83	0.00	-0.69
159600	0.074	19.565	0.646	3	NA	-99.16	0.00	-0.69
159700	0.058	19.565	0.646	4	NA	-97.57	0.00	-0.18
159800	0.058	19.565	0.927	4	NA	-93.15	0.00	0.00
159900	0.058	19.565	0.927	4	NA	-93.15	0.00	-0.85
160000	0.075	19.565	0.927	3	NA	-97.65	0.00	-0.69
160100	0.050	19.565	0.903	3	NA	-98.37	0.00	-0.38
160200	0.050	19.565	0.903	3	NA	-98.37	0.00	-0.69
160300	0.083	19.565	0.368	3	NA	-97.99	0.00	-0.21
160400	0.083	19.565	0.651	3	NA	-99.40	-1.47	-3.80
160500	0.066	19.565	0.638	3	NA	-100.87	0.00	-1.69
160600	0.066	19.565	0.352	3	NA	-98.06	-1.47	-3.80
160700	0.066	19.565	0.919	3	NA	-97.30	0.00	-0.69
160800	0.066	19.565	0.919	3	NA	-97.30	0.00	-0.90
160900	0.066	19.565	0.919	3	NA	-97.30	0.00	-0.69
161000	0.066	19.565	1.205	3	NA	-100.11	0.00	0.69
161100	0.061	19.565	0.346	3	NA	-98.52	0.00	-0.69
161200	0.004	19.565	0.630	4	NA	-93.96	0.00	0.00
161300	0.004	19.565	0.914	4	NA	-92.24	0.00	-0.69
161400	0.004	19.565	0.633	4	NA	-94.16	0.00	-0.25
161500	0.004	19.565	0.348	4	NA	-92.87	0.00	-0.69
161600	0.004	19.565	0.348	4	NA	-92.87	0.00	-0.69
161700	0.004	19.565	0.345	4	NA	-92.67	-1.75	-3.50
161800	0.004	19.565	0.348	4	NA	-92.87	0.00	0.69
161900	0.004	19.565	0.914	4	NA	-93.15	0.00	-0.20
162000	0.004	19.565	0.911	4	NA	-92.42	0.00	0.69
162100	0.004	19.565	0.929	4	NA	-94.09	0.00	0.69
162200	0.004	19.565	0.922	4	NA	-92.60	0.00	-0.69
162300	0.004	19.565	0.905	5	NA	-89.15	0.00	0.00
162400	0.004	19.565	0.910	5	NA	-89.85	0.00	-0.69
162500	0.004	19.565	0.908	5	NA	-89.23	0.00	0.00
162600	0.004	19.565	0.910	5	NA	-89.85	0.00	-0.03
162700	0.004	19.565	0.908	5	NA	-89.23	1.75	3.50
162800	0.004	19.565	0.905	4	NA	-92.33	0.00	-0.69
162900	0.004	19.565	0.912	4	NA	-95.62	0.00	-0.00
163000	0.004	19.565	0.910	4	NA	-93.12	-1.75	-3.50
