state	min	max	mean	rates	root	lnL	lnL.p	lnL.h
100	0.115	60.186	0.987	4	NA	-118.08	0.00	-1.04
200	0.115	60.186	0.796	4	NA	-115.72	0.00	-0.69
300	0.094	60.186	0.963	4	NA	-119.27	-1.75	-3.50
400	0.094	60.186	0.775	4	NA	-116.82	0.00	-0.69
500	0.039	60.186	0.740	5	NA	-105.80	0.00	-2.13
600	0.079	60.186	0.778	5	NA	-101.46	0.00	-0.12
700	0.079	60.186	0.778	5	NA	-101.46	-1.98	-3.27
800	0.079	60.186	0.782	5	NA	-101.06	0.00	-0.69
900	0.079	60.186	0.782	5	NA	-101.06	0.00	-0.73
1000	0.079	60.186	0.782	5	NA	-101.06	0.00	0.00
1100	0.079	60.186	0.826	5	NA	-104.66	0.00	-0.69
1200	0.079	60.186	1.142	5	NA	-110.87	0.00	-0.59
1300	0.079	60.186	0.861	5	NA	-100.70	-1.98	-3.27
1400	0.079	60.186	1.745	5	NA	-103.96	-1.98	-3.27
1500	0.079	60.186	0.861	5	NA	-100.70	0.00	-1.81
1600	0.063	60.186	0.818	6	NA	-103.58	0.00	0.69
1700	0.063	60.186	0.849	6	NA	-100.53	0.00	-1.42
1800	0.063	60.186	0.849	6	NA	-100.53	0.00	-2.36
1900	0.063	60.186	0.847	6	NA	-100.41	0.00	-0.69
2000	0.052	60.186	0.847	6	NA	-96.53	-2.16	-3.08
2100	0.060	60.186	0.855	6	NA	-96.60	0.00	-2.78
2200	0.060	60.186	0.900	6	NA	-98.24	-2.16	-3.08
2300	0.060	60.186	1.088	6	NA	-100.89	0.00	-3.31
2400	0.072	60.186	0.855	5	NA	-100.34	0.00	-3.65
2500	0.072	60.186	1.043	5	NA	-102.91	0.00	-0.27
2600	0.063	60.186	0.855	6	NA	-96.54	0.00	-0.69
2700	0.063	60.186	0.849	6	NA	-96.99	-2.16	-3.08
2800	0.063	60.186	1.043	6	NA	-99.18	0.00	0.00
2900	0.063	60.186	1.043	6	NA	-99.18	0.00	-0.66
3000	0.087	60.186	0.871	6	NA	-99.40	0.00	-0.65
3100	0.087	60.186	1.720	6	NA	-104.15	0.00	-0.69
3200	0.087	60.186	0.877	7	NA	-98.89	-2.31	-2.92
3300	0.087	60.186	0.985	7	NA	-101.33	0.00	-0.69
3400	0.053	60.186	0.949	7	NA	-97.93	0.00	-0.34
3500	0.075	60.186	0.995	6	NA	-101.10	0.00	-0.69
3600	0.075	60.186	0.995	6	NA	-101.10	-2.16	-3.08
3700	0.075	60.186	0.995	6	NA	-101.10	0.00	-0.55
3800	0.075	60.186	0.938	6	NA	-100.81	0.00	-0.48
3900	0.046	60.186	0.830	6	NA	-101.88	0.00	0.69
4000	0.049	60.186	0.911	6	NA	-100.18	0.00	-0.69
4100	0.066	60.186	0.846	6	NA	-98.69	0.00	0.00
4200	0.062	60.186	0.842	6	NA	-98.64	0.00	-0.69
4300	0.062	60.186	0.923	6	NA	-99.24	0.00	-0.69
4400	0.062	60.186	0.934	6	NA	-99.21	0.00	-2.82
4500	0.062	60.186	0.820	6	NA	-101.92	0.00	-0.05
4600	0.062	60.186	0.888	6	NA	-99.57	0.00	-3.89
4700	0.062	60.186	0.842	6	NA	-99.25	-2.16	-3.08
4800	0.062	60.186	0.980	6	NA	-99.70	0.00	-0.69
4900	0.062	60.186	0.866	6	NA	-102.37	0.00	0.00
5000	0.062	60.186	0.842	6	NA	-98.64	0.00	-0.69
5100	0.062	60.186	0.842	6	NA	-98.64	0.00	-1.81
5200	0.062	60.186	0.842	6	NA	-98.64	0.00	-0.41
5300	0.062	60.186	0.830	6	NA	-98.50	-2.16	-3.08
5400	0.062	60.186	0.830	6	NA	-98.50	0.00	-0.82
5500	0.062	60.186	0.830	6	NA	-98.50	0.00	-0.79
5600	0.062	60.186	0.928	5	NA	-99.44	0.00	-0.45
5700	0.072	60.186	0.788	5	NA	-101.53	0.00	-0.24
5800	0.072	60.186	0.863	5	NA	-101.99	0.00	-0.69
5900	0.072	60.186	0.937	5	NA	-99.76	0.00	-2.43
6000	0.072	60.186	1.120	5	NA	-102.09	0.00	-0.69
6100	0.072	60.186	1.120	5	NA	-102.09	0.00	-0.69
6200	0.072	60.186	0.790	5	NA	-101.53	0.00	-0.14
6300	0.020	60.186	0.828	8	NA	-93.49	-2.45	-2.78
6400	0.020	60.186	0.769	8	NA	-92.50	0.00	-0.11
6500	0.020	60.186	0.781	8	NA	-90.94	0.00	-1.06
6600	0.020	60.186	0.775	8	NA	-90.42	-2.45	-2.78
6700	0.020	60.186	0.779	8	NA	-92.13	-2.45	-2.78
6800	0.034	60.186	0.969	7	NA	-100.46	0.00	0.00
6900	0.056	60.186	1.703	7	NA	-102.53	0.00	0.69
7000	0.056	60.186	0.765	6	NA	-96.83	0.00	-0.69
7100	0.056	60.186	0.793	6	NA	-97.66	0.00	-0.90
7200	0.056	60.186	0.771	6	NA	-98.54	0.00	-0.69
7300	0.056	60.186	1.659	6	NA	-101.94	0.00	0.00
7400	0.072	60.186	0.959	5	NA	-101.99	0.00	-0.69
7500	0.072	60.186	0.775	5	NA	-99.65	-1.98	-3.27
7600	0.054	60.186	0.757	5	NA	-99.62	0.00	-0.30
7700	0.054	60.186	0.757	5	NA	-99.62	0.00	-0.69
7800	0.054	60.186	1.642	5	NA	-103.09	0.00	-1.11
7900	0.068	60.186	0.770	5	NA	-99.41	0.00	-0.01
8000	0.056	60.186	0.759	5	NA	-99.48	0.00	-0.30
8100	0.049	60.186	0.759	6	NA	-95.13	-2.16	-3.08
8200	0.056	60.186	0.759	5	NA	-99.48	0.00	-2.37
8300	0.056	60.186	0.759	5	NA	-99.48	0.00	0.00
8400	0.056	60.186	0.759	5	NA	-99.48	0.00	-0.69
8500	0.056	60.186	0.759	5	NA	-99.48	0.00	-0.69
8600	0.056	60.186	0.759	5	NA	-99.48	0.00	-0.26
8700	0.017	60.186	0.757	6	NA	-95.23	0.00	-0.16
8800	0.017	60.186	0.755	6	NA	-95.49	0.00	0.00
8900	0.017	60.186	0.757	6	NA	-94.51	0.00	-1.72
9000	0.017	60.186	0.744	6	NA	-95.46	-2.16	-3.08
9100	0.017	60.186	0.896	6	NA	-93.41	0.00	-0.28
9200	0.017	60.186	0.752	6	NA	-92.12	0.00	-4.49
9300	0.017	60.186	0.764	7	NA	-90.85	-2.31	-2.92
9400	0.017	60.186	1.646	7	NA	-91.83	0.00	-1.49
9500	0.017	60.186	1.648	7	NA	-93.50	0.00	-0.14
9600	0.017	60.186	0.761	7	NA	-87.62	0.00	-0.69
9700	0.017	60.186	0.906	7	NA	-91.22	0.00	-1.89
9800	0.017	60.186	0.764	7	NA	-90.36	0.00	-0.51
9900	0.017	60.186	0.763	7	NA	-89.50	0.00	-1.65
10000	0.017	60.186	0.905	7	NA	-90.00	0.00	-4.19
10100	0.017	60.186	0.763	7	NA	-89.93	-2.31	-2.92
10200	0.017	60.186	0.764	7	NA	-90.39	0.00	0.00
10300	0.017	60.186	0.764	7	NA	-90.02	-2.31	-2.92
10400	0.017	60.186	0.764	7	NA	-90.39	0.00	-2.08
10500	0.043	60.186	0.764	6	NA	-90.63	0.00	-0.03
10600	0.043	60.186	0.905	6	NA	-91.47	0.00	-1.22
10700	0.043	60.186	0.764	6	NA	-90.63	0.00	-0.81
10800	0.043	60.186	0.764	6	NA	-90.63	0.00	-0.21
10900	0.068	60.186	0.787	6	NA	-93.03	0.00	-1.47
11000	0.068	60.186	0.778	6	NA	-95.84	0.00	-0.00
11100	0.068	60.186	0.786	6	NA	-93.02	0.00	-0.69
11200	0.068	60.186	0.786	6	NA	-93.02	0.00	0.00
11300	0.055	60.186	0.749	6	NA	-92.73	0.00	0.00
11400	0.055	60.186	0.723	6	NA	-90.57	0.00	-1.50
11500	0.055	60.186	0.710	6	NA	-90.71	0.00	-0.69
11600	0.030	60.186	0.714	6	NA	-93.01	0.00	-1.37
11700	0.030	60.186	0.700	6	NA	-91.74	-2.16	-3.08
11800	0.072	60.186	0.714	5	NA	-96.75	0.00	-1.77
11900	0.072	60.186	0.701	5	NA	-95.70	0.00	-0.48
12000	0.078	60.186	0.688	4	NA	-98.91	0.00	0.00
12100	0.078	60.186	0.671	4	NA	-102.88	0.00	-0.92
12200	0.078	60.186	0.688	4	NA	-98.91	0.00	-2.01
12300	0.078	60.186	0.688	4	NA	-98.91	0.00	-0.12
12400	0.078	60.186	0.688	4	NA	-98.91	0.00	-0.69
12500	0.078	60.186	0.688	4	NA	-98.91	0.00	-1.44
12600	0.078	60.186	0.688	4	NA	-98.91	0.00	-0.29
12700	0.078	60.186	0.688	4	NA	-98.91	-1.75	-3.50
12800	0.078	60.186	0.688	4	NA	-98.91	0.00	0.00
12900	0.078	60.186	0.688	4	NA	-98.91	-1.75	-3.50
13000	0.010	60.186	0.695	5	NA	-94.95	0.00	0.00
13100	0.010	60.186	0.694	5	NA	-93.14	0.00	-0.25
13200	0.010	60.186	0.683	5	NA	-93.79	0.00	-0.69
13300	0.010	60.186	0.658	5	NA	-97.60	-1.98	-3.27
13400	0.010	60.186	0.677	5	NA	-93.73	0.00	-0.69
13500	0.010	60.186	0.680	5	NA	-92.42	0.00	-0.30
13600	0.010	60.186	0.686	5	NA	-95.45	-1.98	-3.27
13700	0.010	60.186	0.680	5	NA	-92.42	0.00	-1.60
13800	0.010	60.186	0.680	5	NA	-92.42	0.00	-0.73
13900	0.010	60.186	0.677	5	NA	-93.73	-1.98	-3.27
14000	0.010	60.186	0.680	5	NA	-92.42	0.00	-2.51
14100	0.010	60.186	0.682	5	NA	-92.45	-1.98	-3.27
14200	0.010	60.186	0.682	5	NA	-92.45	0.00	0.69
14300	0.010	60.186	0.682	5	NA	-92.45	0.00	-0.69
14400	0.010	60.186	0.685	5	NA	-93.85	0.00	0.69
14500	0.010	60.186	0.682	5	NA	-92.45	0.00	0.00
14600	0.010	60.186	0.679	5	NA	-93.74	-1.98	-3.27
14700	0.010	60.186	0.682	5	NA	-92.45	0.00	-0.03
14800	0.010	60.186	0.682	5	NA	-92.45	0.00	-0.83
14900	0.010	60.186	0.682	5	NA	-92.45	0.00	0.00
15000	0.010	60.186	0.682	5	NA	-92.45	0.00	0.00
15100	0.010	60.186	0.676	5	NA	-92.40	0.00	-0.50
15200	0.010	60.186	0.676	5	NA	-92.40	0.00	0.69
15300	0.010	60.186	0.679	5	NA	-93.68	0.00	-0.52
15400	0.010	60.186	0.679	5	NA	-93.68	0.00	-0.69
15500	0.010	60.186	0.669	5	NA	-96.25	0.00	0.69
15600	0.010	60.186	0.669	5	NA	-96.25	0.00	0.00
15700	0.010	60.186	0.676	5	NA	-92.40	0.00	-4.43
15800	0.010	60.186	0.679	5	NA	-93.68	0.00	-2.21
15900	0.010	60.186	0.676	5	NA	-92.40	0.00	-0.19
16000	0.010	60.186	0.713	5	NA	-93.75	-1.98	-3.27
16100	0.010	60.186	1.595	5	NA	-96.74	0.00	-0.93
16200	0.010	60.186	0.707	5	NA	-94.52	0.00	-1.05
16300	0.010	60.186	0.711	5	NA	-93.59	0.00	-0.69
16400	0.010	60.186	0.707	5	NA	-94.52	-1.98	-3.27
16500	0.059	60.186	0.711	5	NA	-94.46	0.00	-0.69
16600	0.059	60.186	0.773	5	NA	-95.20	0.00	-1.44
16700	0.059	60.186	0.759	5	NA	-98.72	0.00	0.69
16800	0.059	60.186	0.711	5	NA	-94.46	0.00	-0.69
16900	0.059	60.186	0.773	5	NA	-95.20	0.00	-0.69
17000	0.059	60.186	0.711	5	NA	-94.46	0.00	-0.36
17100	0.059	60.186	0.701	5	NA	-94.86	0.00	0.69
17200	0.072	60.186	0.704	5	NA	-98.43	0.00	-1.08
17300	0.072	60.186	0.714	5	NA	-95.82	0.00	0.00
17400	0.066	60.186	0.708	5	NA	-95.27	-1.98	-3.27
17500	0.066	60.186	0.715	5	NA	-94.94	0.00	-0.18
17600	0.098	60.186	0.715	4	NA	-100.40	0.00	-0.69
17700	0.066	60.186	0.715	5	NA	-99.74	0.00	-3.34
17800	0.066	60.186	0.715	5	NA	-99.74	0.00	-0.69
17900	0.066	60.186	0.715	5	NA	-99.74	0.00	-1.52
18000	0.066	60.186	0.706	5	NA	-100.18	0.00	-0.69
18100	0.066	60.186	0.706	5	NA	-100.18	0.00	0.00
18200	0.066	60.186	0.706	5	NA	-100.18	0.00	-0.67
18300	0.094	60.186	0.706	5	NA	-98.41	0.00	-1.12
18400	0.061	60.186	0.686	6	NA	-96.09	0.00	-0.69
18500	0.063	60.186	0.673	4	NA	-98.37	0.00	0.00
18600	0.053	60.186	0.673	5	NA	-94.92	0.00	0.69
18700	0.053	60.186	0.677	5	NA	-99.32	-1.98	-3.27
18800	0.053	60.186	0.668	5	NA	-94.75	0.00	-0.69
18900	0.046	60.186	0.668	5	NA	-94.91	-1.98	-3.27
19000	0.046	60.186	0.668	5	NA	-94.91	0.00	0.00
19100	0.046	60.186	0.668	5	NA	-94.91	-1.98	-3.27
19200	0.046	60.186	0.668	5	NA	-94.91	0.00	0.69
19300	0.046	60.186	0.668	5	NA	-94.91	0.00	-0.33
19400	0.070	60.186	0.690	5	NA	-95.39	0.00	-0.69
19500	0.070	60.186	0.690	5	NA	-95.39	0.00	0.00
19600	0.009	60.186	0.693	6	NA	-91.44	0.00	0.00
19700	0.009	60.186	0.666	5	NA	-92.83	0.00	-1.10
19800	0.009	60.186	0.698	5	NA	-93.81	-1.98	-3.27
19900	0.009	60.186	0.694	5	NA	-95.18	0.00	-0.27
20000	0.009	60.186	0.702	5	NA	-95.52	0.00	-0.69
20100	0.009	60.186	0.681	6	NA	-92.81	-2.16	-3.08
20200	0.072	60.186	0.681	4	NA	-98.56	0.00	-0.69
20300	0.072	60.186	0.681	4	NA	-98.56	0.00	-0.91
20400	0.072	60.186	0.681	4	NA	-98.56	0.00	-0.81
20500	0.072	60.186	0.681	4	NA	-98.56	0.00	-0.06
20600	0.072	60.186	0.681	4	NA	-98.56	0.00	-0.22
20700	0.072	60.186	0.681	4	NA	-98.56	0.00	-0.12
20800	0.072	60.186	0.681	4	NA	-98.56	0.00	-1.11
20900	0.054	60.186	0.685	5	NA	-97.51	-1.98	-3.27
21000	0.035	60.186	0.680	6	NA	-96.16	-2.16	-3.08
21100	0.035	60.186	0.666	6	NA	-95.01	0.00	-0.69
21200	0.035	60.186	0.654	6	NA	-96.43	0.00	-0.62
21300	0.026	60.186	0.666	7	NA	-92.14	0.00	-0.09
21400	0.035	60.186	0.665	6	NA	-94.84	0.00	0.69
21500	0.035	60.186	0.665	6	NA	-95.04	-2.16	-3.08
21600	0.035	60.186	0.665	6	NA	-94.92	0.00	-0.69
21700	0.035	60.186	0.665	6	NA	-94.63	0.00	-1.57
21800	0.035	60.186	0.671	5	NA	-96.05	0.00	-0.50
21900	0.035	60.186	0.542	5	NA	-91.37	0.00	-0.69
22000	0.035	60.186	0.542	5	NA	-91.49	0.00	0.00
22100	0.035	60.186	0.542	5	NA	-91.37	0.00	-0.69
22200	0.035	60.186	0.542	5	NA	-91.37	0.00	-0.23
22300	0.036	60.186	0.569	7	NA	-89.11	0.00	-0.43
22400	0.036	60.186	0.614	7	NA	-91.11	0.00	-0.12
22500	0.036	60.186	0.601	7	NA	-88.39	0.00	-0.69
22600	0.036	60.186	0.573	7	NA	-87.40	-2.31	-2.92
22700	0.036	60.186	0.579	7	NA	-88.68	0.00	-0.51
22800	0.049	60.186	0.560	6	NA	-91.17	0.00	-0.15
22900	0.074	60.186	0.577	4	NA	-92.89	1.75	3.50
23000	0.052	60.186	0.557	4	NA	-91.43	0.00	-0.69
23100	0.052	60.186	0.557	4	NA	-91.43	0.00	-1.67
23200	0.052	60.186	0.557	4	NA	-91.43	-1.75	-3.50
23300	0.052	60.186	0.557	4	NA	-91.43	0.00	-0.69
23400	0.040	60.186	0.549	5	NA	-86.88	0.00	-1.27
23500	0.040	60.186	0.557	5	NA	-86.04	0.00	-0.69
23600	0.040	60.186	0.557	5	NA	-86.04	0.00	-0.10
23700	0.040	60.186	0.557	5	NA	-86.04	-1.98	-3.27
23800	0.040	60.186	0.557	5	NA	-86.04	0.00	-0.39
23900	0.044	60.186	0.549	4	NA	-92.04	-1.75	-3.50
24000	0.044	60.186	0.549	4	NA	-92.04	-1.75	-3.50
24100	0.044	60.186	0.549	4	NA	-92.04	-1.75	-3.50
24200	0.044	60.186	0.549	4	NA	-92.04	0.00	0.00
24300	0.044	60.186	0.549	4	NA	-92.04	0.00	-0.02
24400	0.044	60.186	0.549	4	NA	-92.04	0.00	-0.57
24500	0.044	60.186	0.549	4	NA	-92.04	0.00	-0.72
24600	0.039	60.186	0.549	5	NA	-86.39	0.00	-0.69
24700	0.039	60.186	0.555	5	NA	-87.21	0.00	-1.67
24800	0.039	60.186	1.434	5	NA	-90.00	0.00	-0.20
24900	0.039	60.186	0.549	5	NA	-86.39	0.00	-1.11
25000	0.039	60.186	0.549	5	NA	-86.39	-1.98	-3.27
25100	0.036	60.186	0.553	6	NA	-87.34	-2.16	-3.08
25200	0.036	60.186	0.545	6	NA	-87.70	0.00	-0.04
25300	0.036	60.186	0.547	6	NA	-86.53	0.00	-0.02
25400	0.044	60.186	0.550	5	NA	-91.76	0.00	-2.72
25500	0.042	60.186	0.594	6	NA	-87.40	0.00	-0.54
25600	0.042	60.186	0.591	6	NA	-88.31	0.00	0.69
25700	0.042	60.186	0.591	6	NA	-88.31	0.00	-0.07
25800	0.035	60.186	0.592	7	NA	-88.02	0.00	-0.69
25900	0.035	60.186	0.594	7	NA	-87.15	0.00	0.69
26000	0.035	60.186	0.595	6	NA	-88.82	0.00	-1.16
26100	0.035	60.186	0.569	6	NA	-87.18	0.00	-0.74
26200	0.035	60.186	0.569	6	NA	-87.18	0.00	-0.69
26300	0.035	60.186	0.569	6	NA	-87.18	-2.16	-3.08
26400	0.035	60.186	0.567	6	NA	-86.46	0.00	-1.66
26500	0.035	60.186	0.563	6	NA	-86.56	-2.16	-3.08
26600	0.035	60.186	0.584	6	NA	-88.29	0.00	0.69
26700	0.035	60.186	0.562	6	NA	-87.31	0.00	-0.69
26800	0.035	60.186	0.547	6	NA	-92.06	0.00	-0.84
26900	0.035	60.186	0.559	6	NA	-87.33	-2.16	-3.08
27000	0.035	60.186	0.560	5	NA	-87.24	0.00	-0.28
27100	0.035	60.186	0.560	5	NA	-87.24	0.00	-2.45
27200	0.035	60.186	0.560	5	NA	-87.24	0.00	-2.28
27300	0.035	60.186	0.560	5	NA	-87.24	-1.98	-3.27
27400	0.055	60.186	0.560	4	NA	-91.43	0.00	-0.69
27500	0.055	60.186	0.560	4	NA	-91.43	0.00	-0.69
27600	0.055	60.186	0.560	4	NA	-91.43	0.00	-1.31
27700	0.055	60.186	0.560	4	NA	-91.43	0.00	-1.13
27800	0.055	60.186	0.560	4	NA	-91.43	-1.75	-3.50
27900	0.055	60.186	0.560	4	NA	-91.43	0.00	-0.69
28000	0.055	60.186	0.560	4	NA	-91.43	-1.75	-3.50
28100	0.055	60.186	0.560	4	NA	-91.43	-1.75	-3.50
28200	0.082	60.186	0.560	3	NA	-96.42	0.00	-0.69
28300	0.082	60.186	0.560	3	NA	-96.42	0.00	-0.69
28400	0.082	60.186	0.560	3	NA	-96.42	0.00	0.69
28500	0.082	60.186	0.560	3	NA	-96.42	0.00	0.00
28600	0.082	60.186	0.545	3	NA	-98.57	0.00	-0.69
28700	0.082	60.186	0.545	3	NA	-98.57	0.00	-0.19
28800	0.082	60.186	0.560	3	NA	-96.42	-1.47	-3.80
28900	0.082	60.186	0.560	3	NA	-96.42	0.00	-0.69
29000	0.082	60.186	0.531	3	NA	-99.56	0.00	-0.55
29100	0.082	60.186	0.571	3	NA	-96.33	0.00	-0.00
29200	0.082	60.186	0.571	3	NA	-96.33	0.00	-4.44
29300	0.082	60.186	0.552	3	NA	-98.45	-1.47	-3.80
29400	0.082	60.186	0.571	3	NA	-96.33	-1.47	-3.80
29500	0.067	60.186	0.557	3	NA	-95.45	-1.47	-3.80
29600	0.067	60.186	0.557	3	NA	-95.45	-1.47	-3.80
29700	0.067	60.186	0.557	3	NA	-95.45	0.00	-0.12
29800	0.062	60.186	0.552	3	NA	-95.43	-1.47	-3.80
29900	0.081	60.186	0.570	3	NA	-96.28	0.00	-0.32
30000	0.081	60.186	0.570	3	NA	-96.28	0.00	-1.24
30100	0.061	60.186	0.570	4	NA	-95.69	0.00	-0.32
30200	0.061	60.186	0.570	4	NA	-95.69	0.00	-1.40
30300	0.061	60.186	0.532	4	NA	-99.97	-1.75	-3.50
30400	0.061	60.186	0.570	4	NA	-95.69	-1.75	-3.50
30500	0.078	60.186	0.587	4	NA	-96.47	0.00	0.00
30600	0.073	60.186	0.582	4	NA	-96.08	0.00	0.69
30700	0.093	60.186	0.563	3	NA	-99.15	-1.47	-3.80
30800	0.093	60.186	0.582	3	NA	-97.44	0.00	-2.21
30900	0.093	60.186	0.582	3	NA	-97.44	-1.47	-3.80
31000	0.079	60.186	0.564	3	NA	-96.12	-1.47	-3.80
31100	0.079	60.186	0.564	3	NA	-96.12	0.00	-3.42
31200	0.079	60.186	0.564	3	NA	-96.12	0.00	-0.69
31300	0.079	60.186	0.530	3	NA	-99.17	0.00	-1.32
31400	0.080	60.186	0.565	3	NA	-96.21	0.00	-1.56
31500	0.080	60.186	0.565	3	NA	-96.21	0.00	-0.69
31600	0.080	60.186	0.548	3	NA	-98.41	0.00	-0.05
31700	0.080	60.186	0.565	3	NA	-96.21	0.00	-0.07
31800	0.080	60.186	0.565	3	NA	-96.21	0.00	-1.82
31900	0.050	60.186	0.536	3	NA	-96.45	0.00	-0.69
32000	0.044	60.186	0.548	4	NA	-92.07	0.00	-0.22
32100	0.044	60.186	0.553	4	NA	-92.17	0.00	-1.28
32200	0.044	60.186	0.553	4	NA	-92.17	0.00	-0.26
32300	0.046	60.186	0.580	5	NA	-87.31	0.00	-0.80
32400	0.046	60.186	0.550	5	NA	-86.30	0.00	-0.09
32500	0.046	60.186	0.565	5	NA	-86.05	0.00	-0.69
32600	0.046	60.186	0.550	5	NA	-86.30	0.00	-0.69
32700	0.056	60.186	0.565	4	NA	-91.66	0.00	-0.17
32800	0.080	60.186	0.565	3	NA	-96.19	-1.47	-3.80
32900	0.054	60.186	1.424	3	NA	-99.40	-1.47	-3.80
33000	0.054	60.186	0.540	3	NA	-95.93	0.00	0.00
33100	0.054	60.186	0.540	3	NA	-95.93	0.00	0.00
33200	0.054	60.186	0.540	3	NA	-95.93	0.00	-0.69
33300	0.054	60.186	0.540	3	NA	-95.93	0.00	-0.69
33400	0.067	60.186	0.553	3	NA	-95.47	0.00	-1.68
33500	0.069	60.186	0.559	4	NA	-92.68	-1.75	-3.50
33600	0.069	60.186	0.559	4	NA	-92.68	-1.75	-3.50
33700	0.069	60.186	0.549	4	NA	-92.75	0.00	0.00
33800	0.069	60.186	0.570	4	NA	-93.64	-1.75	-3.50
33900	0.068	60.186	0.613	5	NA	-96.70	0.00	-2.02
34000	0.084	60.186	0.570	4	NA	-97.86	0.00	0.00
34100	0.084	60.186	0.569	4	NA	-98.05	0.00	-0.99
34200	0.031	60.186	1.449	5	NA	-96.86	0.00	-1.12
34300	0.068	60.186	0.544	3	NA	-95.62	0.00	0.69
34400	0.068	60.186	0.544	3	NA	-95.62	0.00	-0.69
34500	0.068	60.186	0.544	3	NA	-95.62	0.00	0.69
34600	0.034	60.186	0.548	4	NA	-92.70	0.00	-0.21
34700	0.034	60.186	0.550	4	NA	-93.05	0.00	-0.21
34800	0.034	60.186	0.555	4	NA	-93.94	0.00	0.00
34900	0.034	60.186	0.559	4	NA	-95.79	0.00	-1.31
35000	0.034	60.186	0.553	4	NA	-93.00	0.00	-0.01
35100	0.075	60.186	0.553	3	NA	-95.90	-1.47	-3.80
35200	0.055	60.186	0.533	3	NA	-95.92	0.00	-0.60
35300	0.055	60.186	0.533	3	NA	-95.92	0.00	-0.52
35400	0.055	60.186	0.534	3	NA	-95.86	-1.47	-3.80
35500	0.051	60.186	0.530	3	NA	-96.37	0.00	0.00
35600	0.051	60.186	0.530	3	NA	-96.37	0.00	-0.69
35700	0.088	60.186	0.537	3	NA	-99.85	-1.47	-3.80
35800	0.088	60.186	0.566	3	NA	-97.04	0.00	-0.69
35900	0.088	60.186	0.566	3	NA	-97.04	-1.47	-3.80
36000	0.088	60.186	0.566	3	NA	-97.04	0.00	-0.04
36100	0.088	60.186	0.566	3	NA	-97.04	0.00	-0.69
36200	0.063	60.186	0.558	3	NA	-95.41	0.00	-3.92
36300	0.063	60.186	0.558	3	NA	-95.41	-1.47	-3.80
36400	0.063	60.186	0.558	3	NA	-95.41	0.00	-0.69
36500	0.063	60.186	0.665	3	NA	-101.34	0.00	-0.71
36600	0.063	60.186	0.558	3	NA	-95.41	0.00	-0.21
36700	0.063	60.186	0.558	3	NA	-95.41	0.00	-0.89
36800	0.063	60.186	0.558	3	NA	-95.41	0.00	-0.69
36900	0.063	60.186	1.442	3	NA	-98.80	-1.47	-3.80
37000	0.063	60.186	0.558	3	NA	-95.41	0.00	-0.40
37100	0.063	60.186	0.558	3	NA	-95.41	0.00	-0.11
37200	0.063	60.186	0.518	3	NA	-99.18	0.00	0.69
37300	0.063	60.186	0.544	3	NA	-98.60	0.00	-0.33
37400	0.063	60.186	0.570	3	NA	-95.43	0.00	-1.35
37500	0.063	60.186	0.518	3	NA	-99.18	0.00	0.69
37600	0.005	60.186	0.569	4	NA	-89.89	-1.75	-3.50
37700	0.005	60.186	0.572	4	NA	-90.52	0.00	-0.45
37800	0.005	60.186	0.569	4	NA	-89.89	0.00	-0.69
37900	0.005	60.186	0.572	4	NA	-90.52	0.00	-0.10
38000	0.005	60.186	0.569	4	NA	-89.89	0.00	-0.69
38100	0.005	60.186	0.570	4	NA	-90.52	-1.75	-3.50
38200	0.005	60.186	0.576	4	NA	-95.27	-1.75	-3.50
38300	0.005	60.186	0.526	4	NA	-98.29	0.00	-0.51
38400	0.001	60.186	0.570	5	NA	-88.96	0.00	-0.69
38500	0.001	60.186	0.597	6	NA	-85.76	0.00	-1.07
38600	0.001	60.186	0.571	6	NA	-85.51	0.00	-1.02
38700	0.001	60.186	0.571	6	NA	-84.64	0.00	-0.86
38800	0.001	60.186	0.596	6	NA	-86.10	0.00	0.00
38900	0.001	60.186	0.571	6	NA	-89.41	0.00	-0.69
39000	0.001	60.186	0.596	5	NA	-89.52	0.00	-0.50
39100	0.001	60.186	0.569	5	NA	-85.88	0.00	-0.69
39200	0.001	60.186	0.620	5	NA	-87.57	-1.98	-3.27
39300	0.001	60.186	0.569	4	NA	-89.23	-1.75	-3.50
39400	0.001	59.986	0.567	4	NA	-89.23	0.00	-0.69
39500	0.001	59.986	0.567	4	NA	-89.23	0.00	0.69
39600	0.001	60.179	0.569	4	NA	-89.23	-1.75	-3.50
39700	0.001	60.179	0.569	4	NA	-89.23	0.00	-1.55
39800	0.001	60.179	0.569	4	NA	-89.23	0.00	-0.62
39900	0.001	60.179	0.554	4	NA	-89.22	0.00	-0.22
40000	0.001	60.179	0.555	4	NA	-90.94	0.00	-0.73
40100	0.001	60.179	0.554	4	NA	-89.22	0.00	-0.69
40200	0.001	60.179	0.555	4	NA	-90.94	-1.75	-3.50
40300	0.001	60.179	0.554	4	NA	-89.22	0.00	-0.33
40400	0.001	60.179	0.554	4	NA	-89.22	0.00	-0.03
40500	0.001	60.179	0.554	4	NA	-89.22	0.00	-0.89
40600	0.001	60.179	0.625	4	NA	-94.40	0.00	-0.69
40700	0.001	60.179	0.656	4	NA	-96.39	-1.75	-3.50
40800	0.001	60.179	0.581	4	NA	-93.65	0.00	0.69
40900	0.001	60.179	0.598	4	NA	-94.15	0.00	-1.51
41000	0.001	60.179	0.533	4	NA	-89.49	0.00	-0.69
