state	min	max	mean	rates	root	lnL	lnL.p	lnL.h
104000	0.086	47.370	0.462	3	NA	-98.03	0.00	0.00
104100	0.103	47.370	0.588	3	NA	-98.57	0.00	-0.69
104200	0.047	47.370	0.588	4	NA	-92.26	0.00	-1.08
104300	0.047	47.370	0.588	4	NA	-92.26	-1.75	-3.50
104400	0.047	47.370	0.695	4	NA	-93.06	0.00	-0.11
104500	0.047	47.370	0.588	4	NA	-92.26	-1.75	-3.50
104600	0.047	47.370	0.588	4	NA	-92.26	0.00	0.69
104700	0.103	47.370	0.588	3	NA	-98.57	0.00	0.00
104800	0.102	47.370	0.532	3	NA	-99.64	0.00	-0.69
104900	0.102	47.370	0.532	3	NA	-99.64	-1.47	-3.80
105000	0.102	47.370	0.532	3	NA	-99.64	0.00	-0.03
105100	0.102	47.370	0.477	3	NA	-99.16	0.00	-0.20
105200	0.102	47.370	0.532	3	NA	-99.64	0.00	-0.32
105300	0.102	47.370	1.227	3	NA	-102.45	0.00	-0.71
105400	0.090	47.370	0.576	3	NA	-97.10	0.00	0.69
105500	0.050	47.370	0.576	4	NA	-91.87	0.00	-0.69
105600	0.050	47.370	0.576	4	NA	-91.87	0.00	-0.69
105700	0.050	47.370	0.578	4	NA	-91.89	0.00	-0.69
105800	0.050	47.370	0.578	4	NA	-91.89	0.00	-1.00
105900	0.050	47.429	0.579	4	NA	-91.89	-1.75	-3.50
106000	0.050	47.429	0.659	4	NA	-92.63	0.00	-0.69
106100	0.050	47.429	0.579	4	NA	-91.89	0.00	-0.69
106200	0.092	47.429	0.579	3	NA	-97.38	-1.47	-3.80
106300	0.092	47.429	0.579	3	NA	-97.38	0.00	0.00
106400	0.040	47.429	0.573	4	NA	-93.26	0.00	-0.69
106500	0.040	47.429	0.573	4	NA	-93.26	0.00	0.69
106600	0.040	47.429	0.688	4	NA	-93.93	-1.75	-3.50
106700	0.040	47.429	0.578	4	NA	-93.29	0.00	-0.34
106800	0.040	47.429	0.688	4	NA	-93.93	0.00	-0.69
106900	0.042	47.429	0.690	4	NA	-93.62	0.00	-0.69
107000	0.042	47.429	0.580	4	NA	-92.94	0.00	-1.29
107100	0.044	47.429	0.582	4	NA	-92.56	0.00	0.00
107200	0.053	47.429	0.590	4	NA	-91.92	-1.75	-3.50
107300	0.053	47.429	0.590	4	NA	-91.92	0.00	-0.12
107400	0.053	47.429	0.594	4	NA	-91.95	0.00	-0.19
107500	0.039	47.429	0.594	5	NA	-86.60	0.00	0.00
107600	0.039	47.429	0.704	5	NA	-87.17	0.00	-1.63
107700	0.044	47.429	0.599	5	NA	-86.45	0.00	-0.69
107800	0.096	47.429	0.484	4	NA	-96.54	0.00	0.00
107900	0.109	47.429	0.593	3	NA	-99.31	0.00	-1.23
108000	0.109	47.429	0.484	3	NA	-99.82	0.00	0.00
108100	0.074	47.429	0.514	4	NA	-95.47	0.00	-1.61
108200	0.074	47.429	0.459	4	NA	-97.38	0.00	-0.69
108300	0.074	47.429	0.541	4	NA	-95.65	0.00	0.69
108400	0.074	47.429	0.459	4	NA	-97.38	0.00	-1.51
108500	0.074	47.429	0.541	4	NA	-95.65	0.00	-1.05
108600	0.074	47.429	0.503	4	NA	-95.75	0.00	-2.01
108700	0.074	47.429	0.541	4	NA	-95.65	0.00	-0.69
108800	0.088	47.429	0.497	4	NA	-96.81	0.00	0.00
108900	0.088	47.429	0.516	3	NA	-96.51	0.00	-0.66
109000	0.088	47.429	0.516	3	NA	-96.51	0.00	0.00
109100	0.088	47.429	0.516	3	NA	-96.51	0.00	-0.69
109200	0.088	47.429	0.484	3	NA	-98.30	0.00	-0.60
109300	0.061	47.429	0.490	3	NA	-94.94	0.00	-1.94
109400	0.061	47.429	0.490	3	NA	-94.94	-1.47	-3.80
109500	0.061	47.105	1.179	3	NA	-97.75	0.00	-0.69
109600	0.061	47.105	0.488	3	NA	-94.93	0.00	0.00
109700	0.087	47.105	0.513	3	NA	-96.44	0.00	-0.74
109800	0.046	47.105	0.513	4	NA	-91.78	0.00	-0.69
109900	0.046	47.105	0.513	4	NA	-91.78	0.00	-0.12
110000	0.046	46.645	0.509	4	NA	-91.78	-1.75	-3.50
110100	0.046	46.645	0.509	4	NA	-91.78	0.00	-0.69
110200	0.062	46.645	0.509	4	NA	-92.20	0.00	0.00
110300	0.062	46.645	0.509	4	NA	-92.20	0.00	-4.44
110400	0.035	46.645	0.500	6	NA	-92.51	0.00	0.69
110500	0.035	46.645	0.493	6	NA	-91.69	0.00	-0.69
110600	0.059	46.645	0.488	5	NA	-91.37	-1.98	-3.27
110700	0.059	46.645	0.497	5	NA	-91.08	0.00	-0.50
110800	0.059	46.645	0.487	5	NA	-91.31	0.00	-0.04
110900	0.062	46.645	0.515	5	NA	-94.17	0.00	0.00
111000	0.046	46.645	0.457	6	NA	-91.80	-2.16	-3.08
111100	0.046	46.645	0.523	7	NA	-86.15	0.00	-0.20
111200	0.046	46.645	0.537	6	NA	-86.66	0.00	-0.56
111300	0.046	46.645	0.524	6	NA	-87.89	0.00	-0.18
111400	0.046	46.645	0.527	6	NA	-85.64	0.00	0.00
111500	0.046	46.645	0.527	6	NA	-85.64	0.00	0.69
111600	0.046	46.645	0.527	5	NA	-86.24	0.00	-0.69
111700	0.036	46.645	0.519	6	NA	-88.14	0.00	-0.56
111800	0.036	46.645	0.523	7	NA	-86.73	0.00	-0.69
111900	0.046	46.645	0.523	5	NA	-85.72	0.00	-2.31
112000	0.041	46.645	0.514	5	NA	-86.65	0.00	-1.30
112100	0.041	46.645	0.526	5	NA	-86.62	0.00	-0.69
112200	0.073	46.645	0.541	4	NA	-92.43	0.00	-0.26
112300	0.073	46.645	0.541	4	NA	-92.43	0.00	-2.28
112400	0.067	46.645	0.536	4	NA	-91.81	0.00	-0.45
112500	0.067	46.645	0.536	4	NA	-91.81	0.00	-0.41
112600	0.037	46.645	0.507	4	NA	-93.28	0.00	0.00
112700	0.037	46.645	0.506	4	NA	-93.27	0.00	-0.61
112800	0.037	46.645	0.506	4	NA	-93.27	0.00	0.69
112900	0.047	46.645	0.516	4	NA	-91.12	0.00	0.00
113000	0.045	46.645	0.515	5	NA	-87.24	0.00	0.69
113100	0.051	46.645	0.520	4	NA	-90.95	0.00	-0.69
113200	0.051	46.645	0.520	4	NA	-90.95	0.00	0.00
113300	0.051	46.645	0.520	4	NA	-90.95	0.00	-0.27
113400	0.051	46.645	0.520	4	NA	-90.95	0.00	-0.69
113500	0.051	46.645	1.205	4	NA	-93.73	0.00	-0.69
113600	0.045	46.645	0.514	4	NA	-91.29	-1.75	-3.50
113700	0.036	46.645	0.514	5	NA	-86.06	0.00	-0.69
113800	0.042	46.645	0.512	4	NA	-91.71	0.00	0.00
113900	0.064	46.645	0.532	4	NA	-91.50	0.00	-0.69
114000	0.064	46.645	0.532	4	NA	-91.50	0.00	-0.69
114100	0.064	47.104	0.535	4	NA	-91.50	0.00	-0.21
114200	0.064	47.104	0.535	4	NA	-91.50	0.00	-2.56
114300	0.041	47.104	0.529	5	NA	-86.96	0.00	0.00
114400	0.041	47.104	0.534	5	NA	-86.23	1.75	3.50
114500	0.041	47.104	0.524	5	NA	-86.54	0.00	-1.71
114600	0.046	47.104	0.517	4	NA	-91.21	0.00	-0.69
114700	0.046	47.104	0.517	4	NA	-91.21	-1.75	-3.50
114800	0.046	47.104	0.517	4	NA	-91.21	0.00	-0.69
114900	0.024	47.104	0.519	5	NA	-88.09	0.00	-0.34
115000	0.024	47.104	0.519	5	NA	-88.09	0.00	-0.95
115100	0.024	47.104	0.517	5	NA	-87.25	0.00	-0.16
115200	0.024	47.104	0.517	5	NA	-87.25	0.00	-0.20
115300	0.024	47.104	0.517	5	NA	-87.25	-1.98	-3.27
115400	0.024	47.104	0.517	5	NA	-87.25	0.00	-0.69
115500	0.024	47.104	0.531	5	NA	-87.64	1.75	3.50
115600	0.024	47.104	0.531	5	NA	-87.64	0.00	0.00
115700	0.024	47.104	0.500	5	NA	-88.57	0.00	0.69
115800	0.024	47.104	0.470	5	NA	-88.50	-1.98	-3.27
115900	0.024	47.104	0.507	5	NA	-89.64	-1.98	-3.27
116000	0.024	47.104	0.464	5	NA	-92.30	0.00	-8.66
116100	0.055	47.104	0.478	5	NA	-91.09	-1.98	-3.27
116200	0.055	47.104	0.479	5	NA	-91.48	0.00	-1.28
116300	0.055	47.104	0.534	5	NA	-89.80	-1.98	-3.27
116400	0.055	47.104	0.474	5	NA	-91.63	0.00	-0.21
116500	0.055	47.104	0.522	6	NA	-88.90	-2.16	-3.08
116600	0.055	47.104	0.521	6	NA	-88.68	-2.16	-3.08
116700	0.055	47.104	0.523	6	NA	-88.48	0.00	-0.11
116800	0.055	47.104	0.533	6	NA	-90.00	0.00	-0.69
116900	0.043	47.104	0.521	6	NA	-88.49	0.00	-0.14
117000	0.043	47.104	0.496	6	NA	-91.83	0.00	-0.69
117100	0.043	47.104	0.467	6	NA	-92.10	0.00	-0.28
117200	0.043	47.104	0.520	6	NA	-88.83	0.00	-0.69
117300	0.055	47.104	0.498	5	NA	-91.81	-1.98	-3.27
117400	0.055	47.104	0.527	5	NA	-89.53	0.00	0.69
117500	0.055	47.104	0.529	5	NA	-89.75	0.00	-0.92
117600	0.043	47.104	0.518	7	NA	-86.74	0.00	-0.69
117700	0.043	47.104	0.515	7	NA	-86.12	0.00	-0.69
117800	0.043	47.104	0.511	7	NA	-85.75	0.00	-3.38
117900	0.043	47.104	0.518	7	NA	-86.98	0.00	-0.69
118000	0.034	47.104	0.513	7	NA	-88.17	0.00	-1.70
118100	0.052	47.104	0.514	5	NA	-92.25	-1.98	-3.27
118200	0.033	47.104	0.508	6	NA	-86.40	0.00	-1.15
118300	0.033	47.104	0.511	7	NA	-86.91	0.00	-0.95
118400	0.033	47.104	0.507	7	NA	-86.58	0.00	-0.76
118500	0.033	47.104	0.507	7	NA	-86.58	-2.31	-2.92
118600	0.034	47.104	0.854	6	NA	-88.72	-2.16	-3.08
118700	0.045	47.104	0.501	5	NA	-91.30	-1.98	-3.27
118800	0.045	47.104	0.518	5	NA	-93.35	0.00	-0.69
118900	0.045	47.104	0.501	5	NA	-91.63	0.00	-0.55
119000	0.045	47.104	0.497	5	NA	-91.29	0.00	-1.46
119100	0.045	47.104	0.501	5	NA	-91.63	0.00	-1.08
119200	0.037	47.104	0.500	6	NA	-85.74	0.00	0.69
119300	0.037	47.104	0.495	6	NA	-86.78	0.00	-0.69
119400	0.037	47.104	0.499	6	NA	-87.11	0.00	-0.69
119500	0.037	16.039	0.265	5	NA	-86.51	0.00	-2.79
119600	0.037	16.039	0.265	5	NA	-86.51	0.00	-0.69
119700	0.037	16.039	0.260	5	NA	-85.96	0.00	-1.19
119800	0.034	16.039	0.258	5	NA	-86.25	0.00	-2.32
119900	0.034	16.039	0.263	5	NA	-85.48	0.00	-0.69
120000	0.034	16.039	0.266	5	NA	-85.48	-1.98	-3.27
120100	0.034	16.039	0.266	5	NA	-85.48	-1.98	-3.27
120200	0.034	16.039	0.266	5	NA	-85.48	0.00	-4.31
120300	0.034	16.039	0.266	5	NA	-85.48	-1.98	-3.27
120400	0.047	16.039	0.266	4	NA	-90.52	0.00	-1.57
120500	0.030	16.039	0.272	5	NA	-86.74	0.00	-2.67
120600	0.030	16.039	0.272	5	NA	-86.74	0.00	-0.69
120700	0.030	16.039	0.272	5	NA	-86.74	0.00	-0.69
120800	0.043	16.039	0.518	5	NA	-88.31	0.00	-0.69
120900	0.065	16.039	0.280	4	NA	-90.95	0.00	-0.69
121000	0.053	16.039	0.270	4	NA	-90.32	0.00	0.00
121100	0.053	16.039	0.270	4	NA	-90.32	0.00	-3.73
121200	0.053	16.039	0.270	4	NA	-90.32	0.00	-0.76
121300	0.076	16.039	0.291	4	NA	-92.26	0.00	-3.77
121400	0.076	16.039	0.250	4	NA	-95.25	0.00	-0.69
121500	0.048	16.039	0.292	5	NA	-85.74	0.00	-0.00
121600	0.048	16.039	0.583	5	NA	-88.46	-1.98	-3.27
121700	0.048	16.039	0.583	5	NA	-88.46	0.00	0.69
121800	0.041	16.039	0.286	5	NA	-85.61	0.00	0.69
121900	0.060	16.039	0.303	5	NA	-87.08	-1.98	-3.27
122000	0.060	16.039	0.359	5	NA	-87.78	0.00	-0.69
122100	0.060	16.039	0.303	5	NA	-87.08	0.00	0.00
122200	0.046	16.039	0.349	6	NA	-86.81	0.00	-0.65
122300	0.049	16.039	0.293	5	NA	-85.83	0.00	-0.69
122400	0.050	16.039	0.295	5	NA	-85.92	-1.98	-3.27
122500	0.050	16.039	0.295	5	NA	-85.92	0.00	-3.75
122600	0.037	16.039	0.282	5	NA	-85.92	0.00	-0.69
122700	0.035	16.039	0.280	5	NA	-86.24	-1.98	-3.27
122800	0.035	16.039	0.392	5	NA	-88.32	0.00	-2.01
122900	0.035	16.039	0.336	5	NA	-86.31	0.00	-0.69
123000	0.035	16.039	0.280	5	NA	-86.24	0.00	0.00
123100	0.035	16.039	0.516	5	NA	-88.33	0.00	-1.80
123200	0.035	16.039	0.392	5	NA	-88.32	0.00	-0.70
123300	0.035	16.039	0.449	5	NA	-89.99	0.00	-1.97
123400	0.035	16.039	0.449	5	NA	-89.99	0.00	0.69
123500	0.065	16.039	0.280	4	NA	-90.94	0.00	-0.17
123600	0.065	16.039	0.280	4	NA	-90.94	0.00	-0.69
123700	0.065	16.039	0.280	4	NA	-90.94	0.00	-0.69
123800	0.062	16.039	0.278	4	NA	-90.74	0.00	-0.25
123900	0.046	16.039	0.263	4	NA	-90.62	0.00	-0.48
124000	0.072	16.039	0.287	4	NA	-91.71	0.00	0.69
124100	0.067	16.039	0.287	5	NA	-91.00	0.00	-0.53
124200	0.031	16.039	0.315	6	NA	-86.78	0.00	-0.69
124300	0.038	16.039	0.317	5	NA	-87.42	0.00	-0.57
124400	0.038	16.039	0.269	5	NA	-84.88	0.00	0.00
124500	0.038	16.039	0.260	5	NA	-85.66	0.00	-0.69
124600	0.049	16.039	0.289	5	NA	-86.25	0.00	-0.65
124700	0.049	16.039	0.289	5	NA	-86.25	0.00	-0.69
124800	0.049	16.039	0.280	5	NA	-85.27	-1.98	-3.27
124900	0.049	16.039	0.515	5	NA	-87.51	0.00	-0.69
125000	0.054	16.039	0.267	4	NA	-90.33	-1.75	-3.50
125100	0.047	16.039	0.270	5	NA	-86.12	0.00	-0.70
125200	0.047	16.039	0.514	5	NA	-88.18	0.00	-1.16
125300	0.047	16.039	0.273	5	NA	-86.50	0.00	-1.69
125400	0.047	16.039	0.279	5	NA	-85.96	0.00	-0.69
125500	0.047	16.039	0.262	5	NA	-86.45	0.00	-1.41
125600	0.047	16.039	0.262	5	NA	-86.45	0.00	-0.26
125700	0.047	16.203	0.266	5	NA	-85.32	0.00	-0.46
125800	0.047	16.203	0.271	5	NA	-86.13	0.00	-0.07
125900	0.047	16.203	0.268	5	NA	-85.67	0.00	-0.02
126000	0.047	16.203	0.274	5	NA	-86.51	0.00	-0.69
126100	0.047	16.203	0.280	5	NA	-85.96	0.00	-1.65
126200	0.041	16.203	0.275	5	NA	-85.50	0.00	0.00
126300	0.061	16.203	0.275	4	NA	-90.67	0.00	-0.69
126400	0.046	16.203	0.275	5	NA	-85.46	0.00	0.00
126500	0.046	16.203	0.273	5	NA	-85.44	0.00	-0.69
126600	0.046	16.203	0.273	5	NA	-85.44	0.00	-0.69
126700	0.050	16.203	0.277	5	NA	-85.70	0.00	0.69
126800	0.050	16.203	0.303	5	NA	-85.82	-1.98	-3.27
126900	0.050	16.203	0.303	5	NA	-85.82	-1.98	-3.27
127000	0.050	16.203	0.303	5	NA	-85.82	0.00	-1.93
127100	0.050	16.203	0.329	5	NA	-87.35	0.00	-0.69
127200	0.050	16.203	0.277	5	NA	-85.70	0.00	-0.69
127300	0.050	16.203	0.277	5	NA	-85.70	0.00	-0.03
127400	0.050	16.203	0.303	5	NA	-85.82	-1.98	-3.27
127500	0.050	16.203	0.277	5	NA	-85.70	0.00	-2.95
127600	0.050	16.203	0.329	5	NA	-87.35	0.00	-0.69
127700	0.050	16.203	0.277	5	NA	-85.70	0.00	-0.69
127800	0.050	16.203	0.515	5	NA	-87.94	0.00	0.69
127900	0.050	16.203	0.277	5	NA	-85.70	0.00	-0.69
128000	0.049	16.203	0.303	5	NA	-85.80	-1.98	-3.27
128100	0.049	16.203	0.277	5	NA	-85.68	0.00	0.00
128200	0.049	16.203	0.277	5	NA	-85.68	-1.98	-3.27
128300	0.049	16.203	0.259	5	NA	-85.90	0.00	-0.69
128400	0.049	16.203	0.259	5	NA	-85.90	0.00	-0.69
128500	0.049	16.203	0.285	5	NA	-86.01	0.00	-0.32
128600	0.049	16.203	0.285	5	NA	-86.01	-1.98	-3.27
128700	0.049	16.203	0.259	5	NA	-85.90	0.00	-0.69
128800	0.063	16.203	0.259	4	NA	-91.02	0.00	-0.74
128900	0.063	16.203	0.259	4	NA	-91.02	-1.75	-3.50
129000	0.063	16.203	0.496	4	NA	-93.31	0.00	-0.69
129100	0.063	16.699	0.263	4	NA	-91.03	0.00	-0.16
129200	0.046	16.699	0.255	5	NA	-86.33	0.00	-0.48
129300	0.046	16.699	0.250	5	NA	-85.63	-1.98	-3.27
129400	0.046	16.699	0.253	5	NA	-85.91	0.00	-0.15
129500	0.046	16.699	0.254	5	NA	-85.85	0.00	-0.69
129600	0.046	16.699	0.493	5	NA	-88.85	0.00	-0.69
129700	0.046	16.699	0.251	5	NA	-85.47	0.00	0.69
129800	0.046	16.699	0.248	5	NA	-86.61	0.00	-1.14
129900	0.006	16.699	0.250	7	NA	-84.05	0.00	-0.69
130000	0.047	16.699	0.249	6	NA	-85.99	-2.16	-3.08
130100	0.047	16.699	0.252	6	NA	-86.37	0.00	-1.57
130200	0.047	16.699	0.252	6	NA	-86.37	0.00	-0.25
130300	0.047	16.699	0.238	6	NA	-86.58	0.00	-0.69
130400	0.047	16.699	0.253	7	NA	-87.04	-2.31	-2.92
130500	0.052	16.699	0.250	6	NA	-87.80	0.00	-0.69
130600	0.052	17.007	0.252	6	NA	-87.81	0.00	-0.69
130700	0.053	17.007	0.242	5	NA	-90.43	0.00	-2.69
130800	0.053	17.007	0.252	5	NA	-87.51	0.00	-0.44
130900	0.053	17.007	0.249	5	NA	-88.00	-1.98	-3.27
131000	0.053	17.007	0.247	5	NA	-87.76	0.00	0.00
131100	0.053	17.007	0.252	5	NA	-87.51	0.00	-0.69
131200	0.033	17.007	0.249	5	NA	-87.96	0.00	-1.05
131300	0.033	17.007	0.234	5	NA	-86.29	0.00	-0.69
131400	0.033	17.007	0.234	5	NA	-86.29	-1.98	-3.27
131500	0.033	17.007	0.284	5	NA	-90.63	0.00	-0.69
131600	0.079	17.007	0.226	4	NA	-93.47	0.00	0.69
131700	0.082	17.007	0.226	3	NA	-96.13	0.00	-0.69
131800	0.082	17.007	0.226	3	NA	-96.13	-1.47	-3.80
131900	0.082	17.007	0.226	3	NA	-96.13	0.00	0.69
132000	0.082	17.007	0.226	3	NA	-96.13	0.00	-2.83
132100	0.082	17.007	0.218	3	NA	-98.20	0.00	0.00
132200	0.082	17.007	0.222	4	NA	-96.29	0.00	-0.81
132300	0.082	17.007	0.226	4	NA	-95.96	0.00	0.00
132400	0.082	17.007	0.222	4	NA	-96.29	0.00	-1.12
132500	0.082	17.007	0.477	4	NA	-98.09	0.00	-0.43
132600	0.082	17.007	0.223	3	NA	-96.40	0.00	-2.95
132700	0.082	17.007	0.223	3	NA	-96.40	0.00	-0.69
132800	0.056	17.007	0.223	4	NA	-91.80	-1.75	-3.50
132900	0.056	17.007	0.473	4	NA	-94.09	0.00	0.00
133000	0.056	17.007	0.322	4	NA	-94.21	0.00	-0.69
133100	0.056	17.007	0.273	4	NA	-92.39	0.00	-0.69
133200	0.056	17.007	0.223	4	NA	-91.80	-1.75	-3.50
133300	0.056	17.007	0.223	4	NA	-91.80	0.00	-2.01
133400	0.056	16.878	0.215	4	NA	-95.42	0.00	-1.05
133500	0.056	16.878	0.215	4	NA	-95.42	0.00	0.69
133600	0.056	16.878	0.223	4	NA	-91.79	0.00	-0.69
133700	0.056	16.878	0.470	4	NA	-94.08	0.00	-1.32
133800	0.056	17.124	0.274	4	NA	-92.39	0.00	-0.69
133900	0.056	17.124	0.274	4	NA	-92.39	0.00	0.69
134000	0.056	17.124	0.475	4	NA	-94.10	0.00	-0.69
134100	0.056	17.124	0.274	4	NA	-92.39	0.00	-0.45
134200	0.065	17.124	0.232	4	NA	-92.28	0.00	-2.71
134300	0.043	17.124	0.232	5	NA	-86.38	0.00	0.00
134400	0.043	17.124	0.235	5	NA	-86.07	0.00	-0.47
134500	0.043	17.124	0.235	5	NA	-86.07	0.00	-0.82
134600	0.048	17.124	0.240	5	NA	-86.25	0.00	-0.59
134700	0.048	17.124	0.240	5	NA	-86.25	0.00	-0.09
134800	0.048	17.124	0.240	5	NA	-86.25	0.00	-0.69
134900	0.048	17.124	0.235	5	NA	-86.86	-1.98	-3.27
135000	0.048	17.124	0.235	5	NA	-86.86	-1.98	-3.27
135100	0.048	17.124	0.235	5	NA	-86.86	-1.98	-3.27
135200	0.048	17.124	0.284	5	NA	-87.29	0.00	-1.80
135300	0.048	17.124	0.235	5	NA	-86.86	0.00	-0.19
135400	0.048	17.124	0.235	5	NA	-86.86	-1.98	-3.27
135500	0.048	17.124	0.286	5	NA	-86.93	0.00	-0.88
135600	0.048	17.124	0.286	5	NA	-86.93	0.00	0.00
135700	0.074	17.124	0.237	4	NA	-92.71	0.00	-3.11
135800	0.074	17.124	0.237	4	NA	-92.71	0.00	0.00
135900	0.095	17.124	0.230	3	NA	-99.28	0.00	-2.03
136000	0.046	17.124	0.237	4	NA	-92.36	-1.75	-3.50
136100	0.046	17.124	0.237	4	NA	-92.36	0.00	-0.38
136200	0.046	17.124	0.237	4	NA	-92.36	0.00	-0.04
136300	0.046	17.124	0.230	4	NA	-97.23	0.00	0.69
136400	0.042	17.124	0.237	5	NA	-86.60	0.00	-0.60
136500	0.042	17.124	0.237	5	NA	-86.60	0.00	-1.22
136600	0.048	17.124	0.242	5	NA	-86.77	0.00	0.00
136700	0.048	17.124	0.242	5	NA	-86.77	0.00	0.69
136800	0.051	17.124	0.242	4	NA	-91.98	0.00	-1.11
136900	0.051	17.124	0.242	4	NA	-91.98	0.00	-0.85
137000	0.064	17.124	0.262	4	NA	-91.77	0.00	0.00
137100	0.064	17.124	0.356	4	NA	-92.79	0.00	-0.69
137200	0.059	17.124	0.440	5	NA	-93.88	-1.98	-3.27
137300	0.059	17.124	0.262	5	NA	-87.29	0.00	-3.05
137400	0.061	17.124	0.264	5	NA	-87.52	0.00	-0.69
137500	0.045	17.124	0.259	5	NA	-85.59	0.00	0.69
137600	0.045	17.124	0.259	5	NA	-85.59	0.00	0.69
137700	0.045	17.124	0.259	5	NA	-85.59	0.00	-0.69
137800	0.045	17.098	0.259	5	NA	-85.59	-1.98	-3.27
137900	0.045	17.098	0.353	5	NA	-86.29	0.00	-0.13
138000	0.045	17.098	0.259	5	NA	-85.59	-1.98	-3.27
138100	0.045	17.098	0.352	5	NA	-86.28	0.00	-1.73
138200	0.045	17.098	0.258	5	NA	-85.59	0.00	-0.14
138300	0.045	17.098	0.267	5	NA	-85.49	-1.98	-3.27
138400	0.045	17.098	0.518	5	NA	-87.73	0.00	-0.69
138500	0.045	17.098	0.518	5	NA	-87.73	-1.98	-3.27
138600	0.045	17.098	0.267	5	NA	-85.49	0.00	-2.43
138700	0.045	17.098	0.267	5	NA	-85.49	-1.98	-3.27
138800	0.045	17.098	0.267	5	NA	-85.49	0.00	-2.12
138900	0.045	17.098	0.518	5	NA	-87.73	0.00	-0.69
139000	0.045	17.098	0.361	5	NA	-86.18	0.00	-0.30
139100	0.045	17.098	0.361	5	NA	-86.18	0.00	-1.76
139200	0.045	17.098	0.361	5	NA	-86.18	-1.98	-3.27
139300	0.045	17.098	0.270	5	NA	-85.41	0.00	-0.69
139400	0.045	17.098	0.363	5	NA	-86.11	0.00	-0.69
139500	0.045	17.098	0.270	5	NA	-85.41	0.00	-0.69
139600	0.043	17.098	0.268	5	NA	-85.37	-1.98	-3.27
139700	0.043	17.098	0.268	5	NA	-85.37	-1.98	-3.27
139800	0.043	17.098	0.268	5	NA	-85.37	0.00	-0.17
139900	0.043	17.098	0.268	5	NA	-85.37	0.00	0.69
140000	0.051	17.098	0.519	4	NA	-93.24	0.00	-0.69
140100	0.064	17.098	0.281	4	NA	-91.41	0.00	-0.60
140200	0.041	17.098	0.278	4	NA	-94.22	0.00	-1.40
140300	0.041	17.098	0.219	4	NA	-91.87	0.00	-0.37
140400	0.039	17.098	0.237	4	NA	-92.09	0.00	-0.12
140500	0.064	17.098	0.241	4	NA	-90.95	0.00	-1.06
140600	0.064	17.098	0.260	4	NA	-91.14	0.00	-0.69
140700	0.056	17.098	0.253	4	NA	-90.63	0.00	-0.72
140800	0.056	17.098	0.253	4	NA	-90.63	0.00	-0.98
140900	0.045	17.098	0.253	5	NA	-84.88	0.00	-0.10
141000	0.056	17.098	0.233	4	NA	-90.55	0.00	-0.69
141100	0.056	17.098	0.272	4	NA	-91.97	0.00	0.69
141200	0.037	17.098	0.264	5	NA	-90.38	0.00	-1.51
141300	0.037	17.098	0.226	5	NA	-89.02	0.00	-2.29
141400	0.037	17.098	0.248	5	NA	-90.20	-1.98	-3.27
141500	0.037	17.098	0.230	4	NA	-94.46	0.00	-5.02
141600	0.037	17.098	0.228	4	NA	-93.61	0.00	-0.69
141700	0.037	17.098	0.227	4	NA	-92.84	0.00	-4.21
141800	0.037	17.098	0.224	4	NA	-91.95	0.00	-0.69
141900	0.037	17.098	0.225	4	NA	-92.17	0.00	-1.93
142000	0.066	17.098	0.216	4	NA	-94.52	0.00	0.69
142100	0.066	17.098	0.225	4	NA	-94.35	-1.75	-3.50
142200	0.056	17.098	0.216	5	NA	-90.17	0.00	-0.01
142300	0.049	17.098	0.210	5	NA	-90.18	0.00	-0.68
142400	0.049	17.098	0.222	5	NA	-90.05	-1.98	-3.27
142500	0.049	17.098	0.218	5	NA	-90.82	-1.98	-3.27
142600	0.049	17.098	0.464	5	NA	-92.48	0.00	-0.34
142700	0.049	17.098	0.218	5	NA	-90.82	-1.98	-3.27
142800	0.058	17.098	0.239	4	NA	-90.12	0.00	-0.69
142900	0.058	17.098	0.239	4	NA	-90.12	0.00	-0.69
143000	0.058	17.098	0.239	4	NA	-90.12	0.00	-0.04
143100	0.071	17.098	0.239	3	NA	-94.55	0.00	-1.43
143200	0.071	17.098	0.490	3	NA	-96.87	0.00	-0.69
143300	0.071	17.098	0.239	3	NA	-94.55	-1.47	-3.80
143400	0.071	17.098	0.239	4	NA	-94.29	0.00	-0.69
143500	0.071	17.098	0.267	4	NA	-94.46	0.00	-0.69
143600	0.071	17.098	0.267	4	NA	-94.46	0.00	-0.53
143700	0.071	17.098	0.267	4	NA	-94.46	0.00	-0.69
143800	0.071	17.098	0.281	4	NA	-94.47	0.00	-1.36
143900	0.037	17.098	0.281	6	NA	-92.96	0.00	-0.35
144000	0.074	17.098	0.291	6	NA	-91.95	0.00	-0.69
144100	0.095	17.098	0.264	5	NA	-96.61	0.00	-0.08
144200	0.045	17.098	0.265	6	NA	-90.70	0.00	-0.69
144300	0.046	17.098	0.239	6	NA	-94.04	0.00	-0.22
144400	0.022	17.098	0.219	7	NA	-94.13	-2.31	-2.92
144500	0.062	17.098	0.298	5	NA	-95.39	0.00	-0.27
144600	0.062	17.098	0.309	5	NA	-96.79	0.00	-0.88
144700	0.062	17.098	0.295	6	NA	-91.59	0.00	-0.29
144800	0.062	17.098	0.302	6	NA	-93.08	0.00	-0.05
144900	0.062	17.098	0.294	6	NA	-91.63	0.00	-1.82
