state	min	max	mean	rates	root	lnL	lnL.p	lnL.h
3500	0.063	46.365	0.456	4	NA	-92.38	-1.75	-3.50
3600	0.063	46.365	0.583	4	NA	-95.11	-1.75	-3.50
3700	0.063	46.365	0.456	4	NA	-92.38	0.00	-0.11
3800	0.083	46.365	0.444	3	NA	-96.65	0.00	-0.69
3900	0.065	46.365	0.444	4	NA	-96.97	0.00	-0.69
4000	0.065	46.365	0.444	4	NA	-96.97	0.00	-0.03
4100	0.060	46.365	0.439	4	NA	-97.02	-1.75	-3.50
4200	0.078	46.365	0.439	3	NA	-96.20	0.00	0.00
4300	0.067	46.365	0.470	3	NA	-99.15	0.00	-0.99
4400	0.067	46.365	0.420	3	NA	-98.45	0.00	-0.78
4500	0.067	46.365	0.428	3	NA	-95.58	0.00	-0.69
4600	0.067	46.365	0.428	3	NA	-95.58	0.00	-1.02
4700	0.055	46.365	0.424	4	NA	-91.46	-1.75	-3.50
4800	0.043	46.365	0.424	5	NA	-93.53	0.00	-1.07
4900	0.055	46.365	0.424	4	NA	-91.47	0.00	-1.51
5000	0.054	46.365	0.423	4	NA	-91.44	0.00	-1.03
5100	0.061	46.365	0.423	3	NA	-95.54	0.00	-1.73
5200	0.061	46.365	1.104	3	NA	-98.35	0.00	-0.69
5300	0.061	46.365	0.423	3	NA	-95.54	-1.47	-3.80
5400	0.061	46.365	0.423	3	NA	-95.54	0.00	-0.63
5500	0.061	46.365	0.423	3	NA	-95.54	0.00	-0.69
5600	0.076	46.365	0.437	3	NA	-96.02	0.00	-1.62
5700	0.065	46.365	0.427	3	NA	-95.54	0.00	-1.83
5800	0.070	46.365	0.431	3	NA	-95.70	0.00	-0.00
5900	0.070	46.365	0.431	3	NA	-95.70	0.00	-1.21
6000	0.070	46.365	0.423	3	NA	-98.37	0.00	-1.39
6100	0.070	46.365	0.423	3	NA	-98.37	0.00	0.69
6200	0.070	46.365	0.431	3	NA	-95.70	0.00	-0.69
6300	0.070	46.365	0.423	3	NA	-98.37	-1.47	-3.80
6400	0.070	46.365	1.112	3	NA	-98.52	0.00	-0.07
6500	0.070	46.365	0.431	3	NA	-95.70	0.00	-0.69
6600	0.056	46.365	0.458	4	NA	-92.04	0.00	-1.11
6700	0.056	46.365	0.431	4	NA	-91.79	-1.75	-3.50
6800	0.056	46.365	0.457	4	NA	-92.01	-1.75	-3.50
6900	0.056	46.365	0.457	4	NA	-92.01	0.00	-0.25
7000	0.069	46.365	0.449	3	NA	-95.01	0.00	-0.02
7100	0.069	46.365	0.449	3	NA	-95.01	0.00	-1.10
7200	0.069	46.365	0.449	3	NA	-95.01	0.00	-0.85
7300	0.069	46.365	0.449	3	NA	-95.01	0.00	-0.39
7400	0.069	46.365	0.449	3	NA	-95.01	-1.47	-3.80
7500	0.069	46.365	0.449	3	NA	-95.01	-1.47	-3.80
7600	0.049	46.365	0.496	4	NA	-91.60	0.00	-0.66
7700	0.049	46.365	0.496	4	NA	-91.60	0.00	0.69
7800	0.049	46.365	0.443	4	NA	-91.42	0.00	0.00
7900	0.069	46.365	0.443	3	NA	-95.09	0.00	0.69
8000	0.069	46.365	0.443	3	NA	-95.09	-1.47	-3.80
8100	0.069	46.365	1.191	4	NA	-102.94	0.00	-0.29
8200	0.061	46.365	0.465	4	NA	-97.31	0.00	-0.85
8300	0.061	46.365	0.465	4	NA	-97.31	0.00	-0.78
8400	0.049	46.365	0.467	6	NA	-94.62	0.00	-1.78
8500	0.049	46.365	0.460	6	NA	-93.76	0.00	0.69
8600	0.050	46.851	0.510	5	NA	-97.19	-1.98	-3.27
8700	0.050	46.851	0.482	5	NA	-94.28	0.00	-0.07
8800	0.050	46.851	0.463	5	NA	-93.70	0.00	-0.41
8900	0.050	46.851	0.482	5	NA	-94.28	0.00	-0.69
9000	0.050	46.851	0.463	5	NA	-93.70	-1.98	-3.27
9100	0.050	46.851	0.463	5	NA	-93.70	-1.98	-3.27
9200	0.050	46.851	0.463	5	NA	-93.70	-1.98	-3.27
9300	0.065	46.851	0.472	4	NA	-97.31	0.00	-0.04
9400	0.065	46.851	0.510	4	NA	-100.05	0.00	0.00
9500	0.065	46.851	0.472	4	NA	-97.31	0.00	-0.69
9600	0.046	46.851	0.454	4	NA	-99.08	0.00	-0.69
9700	0.046	46.851	0.454	4	NA	-99.08	0.00	0.69
9800	0.090	46.851	0.454	3	NA	-97.34	0.00	-1.45
9900	0.090	46.851	0.495	3	NA	-100.66	-1.47	-3.80
10000	0.090	46.851	0.454	3	NA	-97.34	0.00	-0.37
10100	0.061	46.851	0.510	4	NA	-95.74	-1.75	-3.50
10200	0.061	46.851	0.473	4	NA	-93.39	-1.75	-3.50
10300	0.054	46.851	0.436	5	NA	-86.87	-1.75	-3.50
10400	0.054	46.851	0.473	5	NA	-88.23	0.00	-0.10
10500	0.054	46.851	0.436	5	NA	-86.87	0.00	0.00
10600	0.063	46.851	0.450	4	NA	-91.04	0.00	-0.69
10700	0.063	46.851	0.450	4	NA	-91.04	0.00	-0.69
10800	0.063	46.851	0.451	4	NA	-91.04	0.00	-0.69
10900	0.063	46.851	1.139	4	NA	-93.86	-1.75	-3.50
11000	0.057	46.851	0.451	5	NA	-90.79	0.00	-0.61
11100	0.071	46.851	0.451	3	NA	-95.14	0.00	-1.34
11200	0.062	46.851	0.445	4	NA	-91.74	-1.75	-3.50
11300	0.062	46.851	0.445	4	NA	-91.74	0.00	-0.14
11400	0.062	46.851	0.445	4	NA	-91.74	-1.75	-3.50
11500	0.062	46.851	0.445	4	NA	-91.74	-1.75	-3.50
11600	0.077	46.851	0.456	3	NA	-95.49	0.00	-2.46
11700	0.077	46.851	0.456	3	NA	-95.49	-1.47	-3.80
11800	0.077	46.851	0.456	3	NA	-95.49	0.00	-1.85
11900	0.077	46.851	0.456	3	NA	-95.49	-1.47	-3.80
12000	0.077	46.851	0.442	3	NA	-97.88	0.00	-0.09
12100	0.087	46.851	0.452	3	NA	-98.34	0.00	-0.05
12200	0.070	46.851	0.462	4	NA	-95.31	0.00	-0.06
12300	0.083	46.851	0.462	3	NA	-96.02	0.00	-1.09
12400	0.083	46.851	0.448	3	NA	-98.12	0.00	-0.52
12500	0.047	46.851	0.428	3	NA	-96.39	0.00	-0.27
12600	0.047	46.851	0.428	3	NA	-96.39	0.00	0.69
12700	0.047	46.851	0.428	3	NA	-96.39	0.00	0.69
12800	0.047	46.757	0.427	3	NA	-96.39	0.00	0.00
12900	0.106	46.757	0.469	3	NA	-99.93	0.00	-0.15
13000	0.106	46.757	0.456	3	NA	-100.74	-1.47	-3.80
13100	0.106	46.757	0.469	3	NA	-99.93	0.00	-0.69
13200	0.106	46.757	0.483	3	NA	-98.55	-1.47	-3.80
13300	0.106	46.757	0.483	3	NA	-98.55	0.00	-0.43
13400	0.070	46.757	0.449	3	NA	-95.08	-1.47	-3.80
13500	0.070	46.757	0.449	3	NA	-95.08	0.00	0.00
13600	0.070	46.757	0.449	3	NA	-95.08	0.00	-0.09
13700	0.070	46.757	0.449	3	NA	-95.08	0.00	-0.69
13800	0.070	46.757	0.449	3	NA	-95.08	0.00	-0.69
13900	0.070	46.757	0.420	3	NA	-98.99	-1.47	-3.80
14000	0.070	46.757	0.449	3	NA	-95.08	-1.47	-3.80
14100	0.061	46.757	0.441	3	NA	-94.93	0.00	0.69
14200	0.061	46.757	0.441	3	NA	-94.93	0.00	-0.69
14300	0.061	46.757	0.441	3	NA	-94.93	-1.47	-3.80
14400	0.061	46.757	0.441	3	NA	-94.93	0.00	-0.60
14500	0.061	46.757	1.132	3	NA	-97.68	0.00	-2.49
14600	0.061	46.757	0.445	3	NA	-94.87	0.00	-0.10
14700	0.061	46.757	0.445	3	NA	-94.87	0.00	-0.57
14800	0.061	46.757	0.445	3	NA	-94.87	0.00	-0.69
14900	0.061	46.757	0.445	3	NA	-94.87	0.00	-1.81
15000	0.061	46.757	0.445	3	NA	-94.87	0.00	-0.10
15100	0.061	46.757	0.445	3	NA	-94.87	0.00	0.00
15200	0.061	46.757	0.445	3	NA	-94.87	0.00	0.00
15300	0.061	46.757	0.445	3	NA	-94.87	-1.47	-3.80
15400	0.061	46.757	0.445	3	NA	-94.87	0.00	-3.06
15500	0.061	46.757	0.445	3	NA	-94.87	0.00	-1.27
15600	0.061	46.757	0.445	3	NA	-94.87	-1.47	-3.80
15700	0.061	46.757	0.445	3	NA	-94.87	0.00	-1.11
15800	0.061	46.757	0.445	3	NA	-94.87	-1.47	-3.80
15900	0.061	46.757	0.445	3	NA	-94.87	0.00	0.69
16000	0.061	46.757	0.445	3	NA	-94.87	0.00	-0.69
16100	0.061	46.757	0.445	3	NA	-94.87	0.00	-2.31
16200	0.061	46.757	0.445	3	NA	-94.87	0.00	-0.68
16300	0.077	46.757	0.459	3	NA	-95.44	-1.47	-3.80
16400	0.077	46.757	0.459	3	NA	-95.44	0.00	-0.69
16500	0.077	46.757	0.459	3	NA	-95.44	0.00	0.69
16600	0.077	46.757	0.428	3	NA	-98.75	-1.47	-3.80
16700	0.077	46.757	0.428	3	NA	-98.75	0.00	0.69
16800	0.059	46.757	0.459	4	NA	-91.07	0.00	-0.69
16900	0.059	46.757	0.471	4	NA	-92.10	0.00	0.69
17000	0.059	46.757	0.459	4	NA	-91.07	-1.75	-3.50
17100	0.059	46.757	0.471	4	NA	-92.10	-1.75	-3.50
17200	0.059	46.757	0.471	4	NA	-92.10	0.00	-0.69
17300	0.059	46.757	0.471	4	NA	-92.10	0.00	-0.69
17400	0.059	46.757	0.471	4	NA	-92.10	0.00	-0.69
17500	0.059	46.757	0.471	4	NA	-92.10	0.00	-1.46
17600	0.040	46.757	0.482	5	NA	-87.19	0.00	-0.53
17700	0.043	46.757	0.482	5	NA	-86.80	0.00	-0.69
17800	0.043	46.757	0.457	5	NA	-86.60	-1.98	-3.27
17900	0.043	46.757	0.451	5	NA	-85.92	-1.98	-3.27
18000	0.058	46.757	0.451	4	NA	-90.85	0.00	-1.44
18100	0.027	46.757	0.445	5	NA	-86.60	0.00	-0.36
18200	0.057	46.757	0.444	4	NA	-94.27	0.00	-0.69
18300	0.057	46.757	0.437	4	NA	-92.95	0.00	0.00
18400	0.057	46.757	0.458	4	NA	-92.92	0.00	0.69
18500	0.057	46.757	0.458	4	NA	-92.92	0.00	-0.54
18600	0.057	46.757	0.458	4	NA	-92.92	0.00	0.69
18700	0.057	46.757	1.145	4	NA	-95.72	-1.75	-3.50
18800	0.057	46.757	0.458	4	NA	-92.92	0.00	0.69
18900	0.057	46.757	0.443	4	NA	-92.33	0.00	-0.11
19000	0.057	46.757	0.443	4	NA	-92.33	-1.75	-3.50
19100	0.043	46.757	0.432	4	NA	-92.48	0.00	0.69
19200	0.043	46.757	0.432	4	NA	-92.48	-1.75	-3.50
19300	0.038	46.757	0.432	5	NA	-91.75	0.00	-0.69
19400	0.042	46.757	0.431	4	NA	-92.62	1.75	3.50
19500	0.030	46.757	0.431	5	NA	-86.92	0.00	0.00
19600	0.030	46.757	0.431	5	NA	-86.92	0.00	0.00
19700	0.030	46.757	0.431	5	NA	-86.92	-1.98	-3.27
19800	0.030	46.757	0.431	5	NA	-86.92	0.00	-1.04
19900	0.030	46.757	0.431	5	NA	-86.92	0.00	-0.10
20000	0.030	46.757	0.431	5	NA	-86.92	0.00	-1.94
20100	0.044	46.757	0.443	5	NA	-86.21	0.00	-0.02
20200	0.044	46.961	0.444	5	NA	-86.22	0.00	-2.51
20300	0.044	46.961	0.444	5	NA	-86.22	0.00	-0.66
20400	0.044	46.961	0.480	5	NA	-87.97	0.00	0.69
20500	0.044	46.961	0.480	5	NA	-87.97	0.00	-0.83
20600	0.044	46.961	0.480	5	NA	-87.97	0.00	-0.69
20700	0.044	46.961	0.480	5	NA	-87.97	-1.98	-3.27
20800	0.044	46.961	1.130	5	NA	-89.14	-1.98	-3.27
20900	0.063	46.961	0.441	3	NA	-94.98	0.00	-0.37
21000	0.063	46.961	0.442	3	NA	-94.96	0.00	-1.54
21100	0.063	46.961	0.442	3	NA	-94.96	0.00	-0.69
21200	0.063	46.961	0.442	3	NA	-94.96	-1.47	-3.80
21300	0.063	46.961	0.442	3	NA	-94.96	0.00	-0.43
21400	0.063	46.961	0.442	3	NA	-94.96	-1.47	-3.80
21500	0.063	47.293	0.444	3	NA	-94.96	0.00	-0.55
21600	0.063	47.293	0.444	3	NA	-94.96	0.00	-0.22
21700	0.063	47.293	0.444	3	NA	-94.96	0.00	-2.84
21800	0.063	47.293	0.444	3	NA	-94.96	0.00	0.69
21900	0.063	47.293	0.444	3	NA	-94.96	0.00	0.00
22000	0.064	47.293	0.446	3	NA	-94.97	0.00	-0.69
22100	0.049	47.293	0.439	4	NA	-92.01	-1.75	-3.50
22200	0.049	47.293	0.441	4	NA	-92.35	0.00	-0.92
22300	0.065	47.293	0.446	3	NA	-94.98	0.00	-0.80
22400	0.065	47.106	0.445	3	NA	-94.98	0.00	-0.69
22500	0.065	47.106	0.445	3	NA	-94.98	-1.47	-3.80
22600	0.054	47.106	0.450	4	NA	-90.66	-1.75	-3.50
22700	0.054	47.106	0.450	4	NA	-90.66	-1.75	-3.50
22800	0.040	47.106	0.454	5	NA	-85.08	0.00	-1.07
22900	0.047	47.106	0.458	5	NA	-92.84	0.00	-0.69
23000	0.064	47.106	0.449	4	NA	-95.49	-1.75	-3.50
23100	0.071	46.769	0.451	3	NA	-95.11	0.00	-0.77
23200	0.071	46.769	0.451	3	NA	-95.11	0.00	-0.69
23300	0.004	46.769	0.448	4	NA	-90.77	0.00	-0.86
23400	0.004	46.769	0.445	5	NA	-90.68	-1.98	-3.27
23500	0.062	46.769	0.445	4	NA	-95.26	1.75	3.50
23600	0.062	46.769	0.445	4	NA	-95.26	0.00	0.00
23700	0.062	46.769	1.132	4	NA	-98.07	0.00	-2.35
23800	0.062	46.769	0.451	4	NA	-96.13	-1.75	-3.50
23900	0.062	46.769	0.445	4	NA	-95.26	0.00	-0.69
24000	0.062	46.769	0.451	4	NA	-96.13	-1.75	-3.50
24100	0.062	46.769	0.424	4	NA	-95.38	0.00	0.69
24200	0.062	46.769	0.438	4	NA	-94.73	0.00	-0.61
24300	0.062	46.769	0.433	4	NA	-95.04	0.00	-0.69
24400	0.062	46.769	0.430	5	NA	-95.22	0.00	-0.74
24500	0.057	46.769	0.438	6	NA	-89.98	0.00	-1.07
24600	0.057	46.769	0.424	6	NA	-90.06	-2.16	-3.08
24700	0.057	46.769	0.423	5	NA	-91.45	0.00	-0.51
24800	0.038	46.769	0.408	5	NA	-88.32	0.00	-0.58
24900	0.038	46.769	0.406	5	NA	-89.23	0.00	-2.60
25000	0.038	46.769	0.405	5	NA	-89.45	0.00	-0.18
25100	0.042	46.769	0.444	4	NA	-98.84	0.00	-2.77
25200	0.042	46.769	0.445	4	NA	-98.93	-1.75	-3.50
25300	0.045	46.769	0.408	3	NA	-97.81	-1.47	-3.80
25400	0.045	46.769	0.408	3	NA	-97.81	0.00	-1.73
25500	0.090	46.769	0.451	3	NA	-97.63	0.00	-0.69
25600	0.090	46.769	0.444	3	NA	-99.38	-1.47	-3.80
25700	0.073	46.769	0.427	3	NA	-98.60	0.00	-1.67
25800	0.073	46.769	0.420	3	NA	-100.66	0.00	0.69
25900	0.057	46.769	0.419	3	NA	-95.90	0.00	-4.08
26000	0.057	46.769	0.419	3	NA	-95.90	0.00	-0.25
26100	0.057	46.769	0.419	3	NA	-95.90	0.00	-0.58
26200	0.057	46.769	0.419	3	NA	-95.90	0.00	-2.13
26300	0.057	46.769	1.106	3	NA	-98.70	-1.47	-3.80
26400	0.057	46.769	0.419	3	NA	-95.90	-1.47	-3.80
26500	0.057	46.769	1.106	3	NA	-98.70	0.00	-0.10
26600	0.057	46.769	0.417	3	NA	-96.22	0.00	0.69
26700	0.057	46.769	0.417	3	NA	-96.22	0.00	0.00
26800	0.062	46.769	0.422	3	NA	-96.03	0.00	0.69
26900	0.062	46.769	0.511	3	NA	-101.13	-1.47	-3.80
27000	0.062	46.769	0.434	3	NA	-95.14	-1.47	-3.80
27100	0.062	46.769	0.434	3	NA	-95.14	-1.47	-3.80
27200	0.062	46.769	0.434	3	NA	-95.14	0.00	0.00
27300	0.062	46.769	0.434	3	NA	-95.14	0.00	0.00
27400	0.062	46.769	0.434	3	NA	-95.14	0.00	-0.40
27500	0.000	46.769	0.434	4	NA	-89.28	-1.75	-3.50
27600	0.000	46.769	0.434	4	NA	-89.28	0.00	-0.69
27700	0.062	46.769	0.434	3	NA	-95.14	0.00	-0.85
27800	0.062	46.769	0.434	3	NA	-95.14	0.00	0.69
27900	0.062	46.769	0.434	3	NA	-95.14	0.00	0.69
28000	0.062	46.769	0.434	3	NA	-95.14	0.00	0.69
28100	0.051	46.769	0.434	4	NA	-91.02	-1.75	-3.50
28200	0.051	46.769	0.434	4	NA	-91.02	0.00	-1.76
28300	0.051	46.769	0.415	4	NA	-95.92	0.00	-0.10
28400	0.051	46.769	0.434	4	NA	-91.02	0.00	0.00
28500	0.051	46.769	0.434	4	NA	-91.02	0.00	-0.59
28600	0.051	46.769	0.434	4	NA	-91.02	0.00	-0.69
28700	0.051	46.769	0.448	4	NA	-90.72	0.00	-0.51
28800	0.051	46.769	0.479	4	NA	-92.35	0.00	-0.69
28900	0.051	46.769	0.464	4	NA	-91.80	0.00	-0.99
29000	0.051	46.769	0.458	4	NA	-90.88	0.00	-0.81
29100	0.051	46.769	0.458	4	NA	-90.88	0.00	0.69
29200	0.051	46.769	0.461	4	NA	-91.30	0.00	-1.98
29300	0.051	46.769	0.458	4	NA	-90.88	0.00	0.69
29400	0.051	46.769	0.460	4	NA	-91.29	0.00	-0.69
29500	0.051	47.172	0.466	4	NA	-91.80	0.00	0.00
29600	0.051	47.172	0.470	4	NA	-91.90	0.00	0.69
29700	0.051	47.172	0.470	4	NA	-91.90	0.00	0.69
29800	0.051	47.172	0.470	4	NA	-91.90	0.00	-1.09
29900	0.051	47.172	0.473	4	NA	-90.93	-1.75	-3.50
30000	0.051	47.172	0.459	4	NA	-91.86	0.00	-0.69
30100	0.051	47.172	0.465	4	NA	-91.30	0.00	-0.79
30200	0.051	47.172	0.465	4	NA	-91.30	0.00	0.69
30300	0.056	47.172	0.462	3	NA	-95.07	0.00	-3.67
30400	0.057	47.172	0.463	3	NA	-94.98	0.00	-0.15
30500	0.053	47.172	0.463	4	NA	-90.57	-1.75	-3.50
30600	0.053	47.172	0.463	4	NA	-90.57	-1.75	-3.50
30700	0.053	47.172	0.463	4	NA	-90.57	-1.75	-3.50
30800	0.053	47.172	0.463	4	NA	-90.57	0.00	-0.69
30900	0.053	47.172	0.463	4	NA	-90.57	-1.75	-3.50
31000	0.047	47.172	0.475	5	NA	-85.40	0.00	-2.35
31100	0.047	47.172	0.463	5	NA	-85.77	0.00	-0.16
31200	0.047	47.172	0.463	5	NA	-85.77	0.00	-0.06
31300	0.051	47.172	1.156	4	NA	-93.86	0.00	-0.69
31400	0.051	47.172	0.463	4	NA	-91.08	0.00	-0.04
31500	0.051	47.172	0.463	4	NA	-91.08	0.00	-1.15
31600	0.051	47.172	0.463	4	NA	-91.08	0.00	0.69
31700	0.051	47.172	0.475	4	NA	-90.79	0.00	-2.78
31800	0.051	47.172	0.475	4	NA	-90.79	0.00	-0.69
31900	0.051	47.172	1.168	4	NA	-93.57	0.00	-1.44
32000	0.051	47.172	0.463	4	NA	-91.08	0.00	-0.69
32100	0.051	47.172	0.463	4	NA	-91.08	0.00	-1.40
32200	0.051	47.172	0.487	4	NA	-91.89	0.00	-0.20
32300	0.051	47.172	0.487	4	NA	-91.89	0.00	-0.32
32400	0.051	47.172	0.463	4	NA	-91.08	0.00	0.69
32500	0.051	47.172	0.475	4	NA	-90.79	0.00	-0.31
32600	0.051	47.172	0.427	4	NA	-96.01	0.00	-0.35
32700	0.051	47.172	0.451	4	NA	-95.07	0.00	0.69
32800	0.051	47.172	0.468	4	NA	-91.09	0.00	-0.69
32900	0.051	47.172	0.491	4	NA	-91.90	0.00	-0.70
33000	0.051	47.172	0.468	4	NA	-91.09	0.00	0.69
33100	0.051	47.172	0.468	4	NA	-91.09	-1.75	-3.50
33200	0.051	47.172	0.468	4	NA	-91.09	-1.75	-3.50
33300	0.069	47.172	0.454	3	NA	-97.69	-1.47	-3.80
33400	0.008	47.172	0.480	4	NA	-91.55	0.00	-0.69
33500	0.069	47.172	0.480	3	NA	-94.98	0.00	-0.69
33600	0.066	47.172	0.477	3	NA	-94.88	0.00	0.00
33700	0.073	47.172	0.483	3	NA	-95.16	0.00	-0.91
33800	0.061	47.172	0.493	4	NA	-91.28	0.00	-0.69
33900	0.061	47.172	0.479	4	NA	-91.30	0.00	0.69
34000	0.061	47.172	0.479	4	NA	-91.30	0.00	-1.75
34100	0.061	47.172	0.479	4	NA	-91.30	0.00	0.00
34200	0.061	47.172	0.493	4	NA	-91.28	-1.75	-3.50
34300	0.046	47.172	0.478	4	NA	-91.16	0.00	-0.72
34400	0.051	47.172	0.469	4	NA	-91.06	-1.75	-3.50
34500	0.051	47.172	0.497	4	NA	-92.07	0.00	-0.69
34600	0.056	47.172	0.469	4	NA	-90.83	1.75	3.50
34700	0.041	47.172	0.463	5	NA	-85.92	-1.98	-3.27
34800	0.044	47.172	0.460	4	NA	-91.45	-1.75	-3.50
34900	0.049	47.172	0.460	3	NA	-96.01	0.00	-1.28
35000	0.088	47.172	0.497	3	NA	-96.41	0.00	0.00
35100	0.088	47.172	0.497	3	NA	-96.41	-1.47	-3.80
35200	0.088	47.172	0.497	3	NA	-96.41	-1.47	-3.80
35300	0.083	47.172	0.491	3	NA	-95.93	0.00	-0.62
35400	0.083	47.172	0.491	3	NA	-95.93	0.00	-0.69
35500	0.083	47.172	1.134	3	NA	-101.15	-1.47	-3.80
35600	0.083	47.172	0.491	3	NA	-95.93	0.00	-0.09
35700	0.083	47.172	0.491	3	NA	-95.93	0.00	-0.20
35800	0.083	47.172	0.491	3	NA	-95.93	0.00	0.69
35900	0.083	47.172	0.491	3	NA	-95.93	0.00	-1.03
36000	0.083	47.172	0.491	3	NA	-95.93	0.00	-3.22
36100	0.070	47.172	0.479	3	NA	-95.00	-1.47	-3.80
36200	0.070	47.172	0.479	3	NA	-95.00	0.00	-0.69
36300	0.023	47.172	0.479	4	NA	-90.95	0.00	-0.69
36400	0.023	47.172	0.479	4	NA	-90.95	0.00	-0.22
36500	0.023	47.172	0.477	5	NA	-87.86	0.00	-0.38
36600	0.023	47.172	0.456	5	NA	-87.64	0.00	-1.00
36700	0.046	47.172	0.456	3	NA	-96.65	-1.47	-3.80
36800	0.079	47.172	0.487	3	NA	-95.56	0.00	0.69
36900	0.079	47.172	0.487	3	NA	-95.56	0.00	0.69
37000	0.079	47.172	1.180	3	NA	-98.38	0.00	-0.16
37100	0.079	47.172	0.487	3	NA	-95.56	0.00	-0.69
37200	0.079	47.172	0.437	3	NA	-98.18	-1.47	-3.80
37300	0.079	47.172	0.437	3	NA	-98.18	0.00	-0.69
37400	0.079	47.172	0.487	3	NA	-95.56	-1.47	-3.80
37500	0.049	47.172	0.459	3	NA	-95.86	0.00	-0.69
37600	0.049	47.172	0.459	3	NA	-95.86	0.00	-0.69
37700	0.060	47.172	0.469	3	NA	-94.87	0.00	-1.62
37800	0.060	47.172	0.469	3	NA	-94.87	0.00	-0.33
37900	0.045	47.172	0.469	4	NA	-92.56	0.00	0.69
38000	0.045	47.172	0.466	4	NA	-92.15	-1.75	-3.50
38100	0.045	47.172	0.457	4	NA	-92.41	0.00	-0.69
38200	0.047	47.172	0.457	3	NA	-96.41	0.00	0.69
38300	0.047	47.172	0.457	3	NA	-96.41	-1.47	-3.80
38400	0.047	47.172	0.457	3	NA	-96.41	0.00	-1.94
38500	0.047	47.172	0.451	3	NA	-96.39	0.00	0.00
38600	0.047	47.172	0.451	3	NA	-96.39	0.00	-0.69
38700	0.036	47.172	0.449	4	NA	-92.89	-1.47	-3.80
38800	0.045	47.172	0.449	3	NA	-96.74	0.00	-1.50
38900	0.045	47.172	0.449	3	NA	-96.74	0.00	-0.17
39000	0.045	47.172	1.142	3	NA	-99.49	0.00	-1.27
39100	0.054	47.172	0.458	3	NA	-95.19	0.00	-0.69
39200	0.054	47.172	0.457	3	NA	-95.19	0.00	-0.33
39300	0.054	46.948	0.455	3	NA	-95.18	0.00	-0.25
39400	0.054	46.948	0.455	3	NA	-95.18	-1.47	-3.80
39500	0.054	46.948	0.455	3	NA	-95.18	0.00	0.69
39600	0.054	46.948	0.455	3	NA	-95.18	-1.47	-3.80
39700	0.054	46.948	1.145	3	NA	-97.98	0.00	-0.69
39800	0.054	46.948	0.455	3	NA	-95.18	0.00	-1.50
39900	0.054	46.948	0.455	3	NA	-95.18	0.00	-0.69
40000	0.054	46.948	1.145	3	NA	-97.98	0.00	-0.69
40100	0.054	46.948	0.455	3	NA	-95.18	0.00	0.00
40200	0.054	46.948	0.455	3	NA	-95.18	0.00	-2.29
40300	0.054	46.948	0.455	3	NA	-95.18	0.00	-0.69
40400	0.054	46.948	0.546	4	NA	-100.21	0.00	-0.63
40500	0.054	46.948	0.566	4	NA	-101.46	0.00	-1.72
40600	0.076	46.948	0.566	4	NA	-100.14	-1.75	-3.50
40700	0.076	46.948	0.566	4	NA	-100.14	-1.75	-3.50
40800	0.076	46.948	0.566	4	NA	-100.14	-1.75	-3.50
40900	0.076	46.948	0.566	4	NA	-100.14	0.00	-1.55
